CO_MUNICIPIO;doc_bas;doc_vinculo_contrat;pct_contratados
2412104;76;29;38.2
2413409;104;33;31.7
2414308;31;24;77.4
2400109;98;30;30.6
2402402;100;10;10
2403004;78;14;17.9
2403103;699;225;32.2
2403400;71;17;23.9
2405702;127;11;8.7
2408508;45;8;17.8
2408904;366;80;21.9
2411429;35;13;37.1
2412401;62;28;45.2
2401602;68;24;35.3
2409332;77;30;39
2405108;100;28;28
2405801;571;163;28.5
2408805;106;33;31.1
2410108;143;54;37.8
2401503;56;36;64.3
2402105;155;70;45.2
2402808;62;19;30.6
2405009;121;44;36.4
2405405;80;23;28.8
2406403;53;6;11.3
2406809;94;52;55.3
2407906;53;17;32.1
2411106;48;12;25
2411205;562;156;27.8
2411700;45;7;15.6
2412302;156;66;42.3
2412906;149;71;47.7
2413300;71;32;45.1
2413706;67;36;53.7
2414001;168;63;37.5
2401701;139;64;46
2401800;152;32;21.1
2404606;181;82;45.3
2405306;114;21;18.4
2406205;87;45;51.7
2406304;155;102;65.8
2406601;176;41;23.3
2407807;278;38;13.7
2408300;504;107;21.2
2409100;228;120;52.6
2409209;52;13;25
2410306;145;58;40
2410900;102;47;46.1
2411502;276;72;26.1
2412609;282;66;23.4
2412708;107;38;35.5
2413102;76;19;25
2413508;85;27;31.8
2414704;88;26;29.5
2406155;79;39;49.4
2414803;162;58;35.8
2407500;143;7;4.9
2408953;170;98;57.6
2409506;66;38;57.6
2410405;136;88;64.7
2413904;128;58;45.3
2414407;406;127;31.3
2412559;183;106;57.9
2402600;1140;271;23.8
2407104;1056;293;27.7
2408201;429;163;38
2412005;1394;173;12.4
2412203;612;264;43.1
2403251;2962;247;8.3
2403608;819;370;45.2
2408102;10320;2097;20.3
2401206;158;56;35.4
2401404;122;75;61.5
2402204;509;143;28.1
2403509;130;81;62.3
2404200;554;184;33.2
2407708;146;31;21.2
2409803;217;22;10.1
2413201;65;17;26.2
2414209;204;82;40.2
2415008;51;26;51
2501005;293;71;24.2
2502003;111;75;67.6
2502300;81;31;38.3
2514651;39;10;25.6
2502805;249;131;52.6
2502904;99;28;28.3
2504306;432;65;15
2507408;133;82;61.7
2509370;57;26;45.6
2508109;82;34;41.5
2512804;122;36;29.5
2513901;613;350;57.1
2500700;412;288;69.9
2512077;127;62;48.8
2502201;66;39;59.1
2502409;149;51;34.2
2503308;130;35;26.9
2503704;1016;281;27.7
2504108;59;38;64.4
2509602;88;44;50
2513307;106;31;29.2
2514503;262;39;14.9
2516805;238;166;69.7
2502052;120;35;29.2
2516904;296;164;55.4
2512036;123;57;46.3
2513653;88;23;26.1
2504504;89;36;40.4
2505501;59;11;18.6
2508406;51;14;27.5
2508802;73;24;32.9
2510006;69;28;40.6
2510907;188;133;70.7
2512101;555;170;30.6
2503753;63;16;25.4
2513927;62;36;58.1
2513968;49;32;65.3
2513208;76;19;25
2514206;87;18;20.7
2516201;1033;400;38.7
2517209;79;32;40.5
2513984;65;26;40
2500775;130;35;26.9
2509156;144;74;51.4
2503407;51;29;56.9
2508703;49;21;42.9
2510709;48;23;47.9
2501153;38;10;26.3
2510808;1736;650;37.4
2512606;35;13;37.1
2513802;64;11;17.2
2514404;60;17;28.3
2514602;45;22;48.9
2500205;84;47;56
2502607;75;21;28
2504207;68;37;54.4
2504801;209;63;30.1
2505907;75;27;36
2510204;112;55;49.1
2510402;96;33;34.4
2511301;226;15;6.6
2513604;111;48;43.2
2502102;81;19;23.5
2504405;315;65;20.6
2513356;52;16;30.8
2505303;45;17;37.8
2505600;100;39;39
2506608;94;54;57.4
2507002;374;96;25.7
2511004;86;29;33.7
2513505;90;29;32.2
2514305;87;23;26.4
2515708;41;12;29.3
2500106;135;64;47.4
2505402;125;85;68
2503555;141;54;38.3
2506707;146;67;45.9
2508000;104;40;38.5
2509008;133;46;34.6
2512309;274;107;39.1
2514552;42;16;38.1
2516607;204;100;49
2516706;219;114;52.1
2509396;81;45;55.6
2507804;114;19;16.7
2513000;62;22;35.5
2513406;232;98;42.2
2514701;70;41;58.6
2514909;107;29;27.1
2517100;43;11;25.6
2505006;107;42;39.3
2506202;34;13;38.2
2507705;247;88;35.6
2516755;67;20;29.9
2501351;81;41;50.6
2510303;60;31;51.7
2511103;123;66;53.7
2511400;313;57;18.2
2501534;71;29;40.8
2515401;196;106;54.1
2503902;100;36;36
2504702;91;38;41.8
2508505;128;34;26.6
2509701;608;233;38.3
2510600;47;24;51.1
2512200;73;34;46.6
2514107;74;14;18.9
2514800;57;32;56.1
2510659;40;17;42.5
2515203;57;22;38.6
2517407;48;29;60.4
2515500;214;56;26.2
2504850;35;24;68.6
2516300;239;41;17.2
2500734;43;14;32.6
2516508;277;186;67.1
2501708;141;68;48.2
2502508;264;75;28.4
2500536;99;62;62.6
2512788;51;25;49
2501575;132;39;29.5
2504355;105;31;29.5
2503100;102;72;70.6
2513943;48;22;45.8
2506509;57;25;43.9
2513851;45;22;48.9
2514008;105;70;66.7
2504074;92;40;43.5
2500908;222;117;52.7
2501609;190;74;38.9
2505352;96;31;32.3
2505105;332;148;44.6
2516151;62;35;56.5
2510105;122;55;45.1
2510501;68;36;52.9
2512002;299;162;54.2
2500577;45;17;37.8
2512705;286;110;38.5
2516102;203;93;45.8
2512747;59;22;37.3
2503506;207;58;28
2505709;131;23;17.6
2516003;380;48;12.6
2504157;93;17;18.3
2516409;148;58;39.2
2501203;142;55;38.7
2506004;529;227;42.9
2509503;93;52;55.9
2515104;148;76;51.4
2500304;352;113;32.1
2500403;357;187;52.4
2509339;110;61;55.5
2501104;447;180;40.3
2501500;449;156;34.7
2502706;94;31;33
2511608;122;55;45.1
2515906;74;40;54.1
2500502;225;129;57.3
2500809;286;50;17.5
2501906;256;32;12.5
2503605;123;39;31.7
2508554;75;37;49.3
2505204;105;24;22.9
2505808;82;28;34.1
2515930;106;45;42.5
2506301;1010;271;26.8
2508208;155;32;20.6
2509800;180;153;85
2511707;78;25;32.1
2511806;143;52;36.4
2515609;73;38;52.1
2504009;6293;1853;29.4
2502151;96;46;47.9
2506103;211;56;26.5
2508307;382;153;40.1
2509206;208;48;23.1
2512408;258;148;57.4
2512507;687;346;50.4
2515807;143;73;51
2503803;131;44;33.6
2506400;282;110;39
2506806;318;175;55
2512754;123;96;78
2506905;450;145;32.2
2507200;157;89;56.7
2507606;148;57;38.5
2509404;192;114;59.4
2513109;227;113;49.8
2501302;338;127;37.6
2506251;144;54;37.5
2509909;216;149;69
2517001;199;132;66.3
2513158;99;38;38.4
2501401;246;218;88.6
2507101;352;126;35.8
2507309;247;82;33.2
2512721;79;32;40.5
2508901;668;122;18.3
2505279;94;31;33
2504033;122;23;18.9
2505238;120;83;69.2
2509305;164;81;49.4
2512903;378;190;50.3
2509057;267;195;73
2504900;293;186;63.5
2507903;180;45;25
2509107;373;182;48.8
2511509;213;85;39.9
2514453;137;89;65
2515005;128;77;60.2
2515302;653;252;38.6
2512762;86;40;46.5
2515971;153;63;41.2
2501807;1243;532;42.8
2503209;818;65;7.9
2504603;545;100;18.3
2507507;9936;3436;34.6
2508604;257;99;38.5
2513703;1709;425;24.9
2500601;447;227;50.8
2503001;299;129;43.1
2511202;393;281;71.5
2511905;259;130;50.2
2601102;1013;389;38.4
2602001;438;161;36.8
2605301;432;138;31.9
2606309;107;31;29
2607307;437;263;60.2
2609907;757;268;35.4
2612554;145;83;57.2
2612455;236;143;60.6
2614303;149;71;47.7
2615607;400;239;59.8
2604304;168;78;46.4
2609303;172;91;52.9
2603926;481;455;94.6
2610400;220;61;27.7
2612208;849;248;29.2
2613503;397;170;42.8
2614006;224;105;46.9
2616100;112;44;39.3
2600104;470;207;44
2602506;87;49;56.3
2603405;72;31;43.1
2603900;291;130;44.7
2605608;226;118;52.2
2606903;146;100;68.5
2607109;67;48;71.6
2607703;157;34;21.7
2611533;136;52;38.2
2612471;156;78;50
2615706;212;80;37.7
2612802;147;71;48.3
2613602;409;198;48.4
2613909;1127;465;41.3
2614402;97;73;75.3
2614600;338;148;43.8
2615904;119;70;58.8
2601201;937;318;33.9
2601805;163;81;49.7
2605103;716;501;70
2606606;343;177;51.6
2607000;367;258;70.3
2609154;258;129;50
2614105;388;93;24
2600203;223;90;40.4
2603009;600;436;72.7
2605152;187;64;34.2
2609808;248;152;61.3
2611101;5131;2385;46.5
2612604;683;352;51.5
2608750;353;252;71.4
2615201;112;34;30.4
2601607;268;89;33.2
2605707;699;316;45.2
2607406;171;121;70.8
2611002;542;315;58.1
2608057;352;212;60.2
2614808;482;375;77.8
2600500;479;245;51.1
2602803;609;372;61.1
2607505;354;135;38.1
2610806;256;103;40.2
2615805;237;94;39.7
2616001;235;75;31.9
2600609;158;115;72.8
2601706;1099;409;37.2
2601904;667;223;33.4
2602605;521;15;2.9
2603108;218;61;28
2603801;221;184;83.3
2604106;4216;1230;29.2
2606408;870;272;31.3
2608008;226;115;50.9
2610905;1027;460;44.8
2611200;139;57;41
2611705;341;150;44
2612406;278;91;32.7
2613008;550;320;58.2
2613107;488;238;48.8
2614709;173;64;37
2605806;180;76;42.2
2612505;1297;414;31.9
2612703;151;22;14.6
2614501;772;101;13.1
2604155;198;97;49
2615003;302;75;24.8
2615409;453;98;21.6
2616183;124;73;58.9
2616209;243;100;41.2
2602209;405;246;60.7
2604908;219;121;55.3
2610509;330;174;52.7
2605400;237;85;35.9
2608107;415;235;56.6
2608909;817;263;32.2
2609105;163;67;41.1
2609709;354;43;12.1
2612109;78;48;61.5
2613800;223;106;47.5
2601003;118;85;72
2602100;526;156;29.7
2602407;125;53;42.4
2603207;352;245;69.6
2603306;132;87;65.9
2603702;308;197;64
2604700;193;102;52.8
2606002;1812;338;18.7
2606507;238;136;57.1
2608255;186;129;69.4
2608305;239;143;59.8
2608404;191;98;51.3
2608602;150;71;47.3
2608800;672;323;48.1
2610103;95;47;49.5
2610301;172;68;39.5
2612307;207;125;60.4
2613206;244;146;59.8
2615102;82;67;81.7
2600302;317;131;41.3
2600807;270;135;50
2601300;94;37;39.4
2602308;481;196;40.7
2603504;227;36;15.9
2605004;323;131;40.6
2606705;93;32;34.4
2608701;177;70;39.5
2610202;354;222;62.7
2612000;135;38;28.1
2613305;193;64;33.2
2600708;604;358;59.3
2602704;159;86;54.1
2603603;94;41;43.6
2604007;1145;288;25.2
2604601;254;96;37.8
2605509;114;21;18.4
2606200;1217;317;26
2607653;332;152;45.8
2607802;184;84;45.7
2608453;210;130;61.9
2608503;275;76;27.6
2609006;341;134;39.3
2609501;375;122;32.5
2610608;821;445;54.2
2615300;640;186;29.1
2615508;163;99;60.7
2616308;329;184;55.9
2604403;179;117;65.4
2604502;315;93;29.5
2606101;351;200;57
2611309;292;51;17.5
2616407;1723;357;20.7
2600401;347;207;59.7
2616506;207;141;68.1
2600906;250;130;52
2601409;554;234;42.2
2601508;164;115;70.1
2604205;430;174;40.5
2604809;146;56;38.4
2605202;739;241;32.6
2605905;283;157;55.5
2608206;169;64;37.9
2609204;144;121;84
2607950;140;63;45
2610004;754;382;50.7
2611408;159;81;50.9
2611507;209;78;37.3
2611804;473;171;36.2
2614857;309;142;46
2611903;305;188;61.6
2612901;149;81;54.4
2613404;284;109;38.4
2614204;446;253;56.7
2606804;1195;536;44.9
2601052;247;142;57.5
2607604;226;53;23.5
2607752;273;123;45.1
2600054;946;48;5.1
2603454;1600;330;20.6
2611606;16788;1759;10.5
2607901;6403;804;12.6
2609402;539;228;42.3
2609600;3819;733;19.2
2610707;2964;372;12.6
2613701;1374;584;42.5
2602902;2462;673;27.3
2607208;1412;535;37.9
2605459;27;5;18.5
2700102;291;124;42.6
2701605;427;385;90.2
2703304;339;235;69.3
2705002;337;212;62.9
2706422;181;63;34.8
2702405;774;181;23.4
2705804;131;64;48.9
2707107;450;192;42.7
2701803;139;88;63.3
2702504;243;212;87.2
2704609;186;118;63.4
2706109;216;116;53.7
2706208;82;59;72
2706406;369;270;73.2
2707206;210;46;21.9
2708006;765;425;55.6
2708402;528;282;53.4
2708956;231;145;62.8
2700706;329;206;62.6
2700904;132;77;58.3
2703403;131;109;83.2
2703700;102;82;80.4
2704401;420;333;79.3
2705408;175;134;76.6
2705705;303;35;11.6
2706000;187;97;51.9
2700805;98;52;53.1
2701209;204;131;64.2
2702553;263;181;68.8
2703106;353;174;49.3
2704807;201;110;54.7
2704906;55;30;54.5
2705309;97;59;60.8
2706307;1213;442;36.4
2706604;101;86;85.1
2707602;168;90;53.6
2709004;106;68;64.2
2700300;3105;1296;41.7
2701506;222;123;55.4
2702009;162;141;87
2702355;489;365;74.6
2702603;349;215;61.6
2702900;998;784;78.6
2704104;371;280;75.5
2704203;645;427;66.2
2708808;495;366;73.9
2709103;387;277;71.6
2705903;138;95;68.8
2708204;115;51;44.3
2709202;519;317;61.1
2701902;95;65;68.4
2703007;202;81;40.1
2707008;46;30;65.2
2708105;207;115;55.6
2708303;287;242;84.3
2709301;839;521;62.1
2709400;367;200;54.5
2700409;553;279;50.5
2701100;185;146;78.9
2701308;200;134;67
2701704;264;159;60.2
2702108;248;116;46.8
2702801;119;78;65.5
2703502;112;86;76.8
2703809;315;165;52.4
2701357;110;59;53.6
2703908;99;83;83.8
2705101;342;262;76.6
2705200;226;139;61.5
2705507;446;284;63.7
2705606;250;195;78
2707305;405;289;71.4
2708501;362;213;58.8
2706505;235;167;71.1
2700508;212;119;56.1
2703601;160;127;79.4
2704500;452;240;53.1
2707404;155;97;62.6
2708709;172;80;46.5
2700607;146;71;48.6
2702207;82;58;70.7
2704302;10603;2373;22.4
2704708;669;435;65
2707701;1328;425;32
2706448;159;112;70.4
2706901;666;416;62.5
2707909;122;92;75.4
2708907;314;177;56.4
2700201;261;148;56.7
2701001;409;254;62.1
2701407;712;558;78.4
2702306;846;526;62.2
2706703;1093;593;54.3
2703759;158;110;69.6
2704005;364;223;61.3
2707800;97;34;35.1
2708600;743;320;43.1
2709152;782;441;56.4
2702702;84;47;56
2703205;342;187;54.7
2706802;238;133;55.9
2707503;286;100;35
2801207;550;241;43.8
2802205;70;36;51.4
2802403;208;118;56.7
2802601;93;19;20.4
2803104;104;38;36.5
2804201;190;68;35.8
2804508;576;158;27.4
2805406;437;208;47.6
2805604;493;299;60.6
2801405;328;44;13.4
2802304;181;48;26.5
2804458;106;41;38.7
2805000;49;21;42.9
2805208;94;37;39.4
2806008;264;92;34.8
2800209;406;180;44.3
2801900;47;20;42.6
2803807;92;47;51.1
2804300;158;54;34.2
2804607;365;150;41.1
2807006;48;14;29.2
2800506;264;108;40.9
2801009;249;83;33.3
2802908;1286;361;28.1
2803708;93;36;38.7
2803906;203;89;43.8
2804102;219;115;52.5
2806800;117;19;16.2
2805505;292;86;29.5
2807105;698;324;46.4
2807402;678;102;15
2803500;1480;431;29.1
2805802;291;87;29.9
2800100;47;35;74.5
2800704;204;180;88.2
2801108;81;42;51.9
2801603;93;46;49.5
2802700;154;113;73.4
2804409;367;158;43.1
2804706;135;37;27.4
2805703;385;78;20.3
2806404;118;48;40.7
2807303;55;32;58.2
2801306;485;206;42.5
2802007;79;28;35.4
2806503;90;36;40
2807204;108;59;54.6
2803302;287;135;47
2803401;249;121;48.6
2804904;217;149;68.7
2805307;165;65;39.4
2806909;49;12;24.5
2801504;257;82;31.9
2802502;43;26;60.5
2803609;474;69;14.6
2804003;220;101;45.9
2805901;130;56;43.1
2806107;150;69;46
2806602;174;73;42
2800308;7878;1792;22.7
2800605;483;114;23.6
2804805;2225;943;42.4
2806701;1042;332;31.9
2800407;187;104;55.6
2800670;406;177;43.6
2801702;300;114;38
2803005;629;319;50.7
2805109;149;73;49
2806206;344;97;28.2
2807501;186;86;46.2
2807600;465;212;45.6
2802106;916;174;19
2802809;366;167;45.6
2803203;451;195;43.2
2806305;264;137;51.9
2902500;189;51;27
2903201;2123;747;35.2
2919553;1340;561;41.9
2907400;52;9;17.3
2911105;444;29;6.5
2926202;341;47;13.8
2928901;383;173;45.2
2901403;176;17;9.7
2904407;168;17;10.1
2909406;196;83;42.3
2909703;160;14;8.8
2920452;190;9;4.7
2928406;447;91;20.4
2930907;380;52;13.7
2933455;180;81;45
2906105;207;0;0
2908101;358;85;23.7
2909109;188;4;2.1
2909307;475;157;33.1
2917359;170;73;42.9
2928109;543;120;22.1
2928208;333;78;23.4
2929057;321;144;44.9
2930303;268;16;6
2905909;483;161;33.3
2907202;869;221;25.4
2909901;551;259;47
2900207;321;153;47.7
2918407;3091;1121;36.3
2930774;335;158;47.2
2924405;516;143;27.7
2926004;609;234;38.4
2930204;536;114;21.3
2907707;244;120;49.2
2911402;208;90;43.3
2919900;218;137;62.8
2924009;1389;497;35.8
2927101;172;104;60.5
2902708;748;121;16.2
2904753;345;142;41.2
2913200;424;51;12
2915353;271;175;64.6
2921609;122;53;43.4
2922250;208;67;32.2
2933604;913;309;33.8
2903904;1035;295;28.5
2907103;404;51;12.6
2910776;125;29;23.2
2923704;575;181;31.5
2930154;659;290;44
2930758;346;181;52.3
2901353;307;154;50.2
2901809;234;100;42.7
2906006;933;21;2.3
2932457;220;66;30
2910859;348;153;44
2917003;577;130;22.5
2917706;498;133;26.7
2924603;479;326;68.1
2930105;1282;309;24.1
2901155;179;39;21.8
2903003;244;124;50.8
2903235;218;74;33.9
2905305;257;65;25.3
2906204;420;170;40.5
2907608;272;40;14.7
2911303;179;75;41.9
2912400;225;93;41.3
2913101;262;87;33.2
2914406;293;100;34.1
2914604;1112;311;28
2918357;392;155;39.5
2918506;230;100;43.5
2919157;467;256;54.8
2922052;212;79;37.3
2925600;232;144;62.1
2929255;273;123;45.1
2930808;210;107;51
2932408;193;81;42
2905107;216;79;36.6
2905503;307;191;62.2
2906873;530;192;36.2
2917508;1269;171;13.5
2921203;326;32;9.8
2921401;353;103;29.2
2921708;502;154;30.7
2923357;273;111;40.7
2924801;232;57;24.6
2925253;692;475;68.6
2925931;327;260;79.5
2929370;173;14;8.1
2929800;188;73;38.8
2930600;142;8;5.6
2933109;125;5;4
2933158;176;72;40.9
2902609;215;30;14
2903805;288;66;22.9
2911907;405;171;42.2
2912608;63;43;68.3
2914703;1073;563;52.5
2919009;56;17;30.4
2919603;168;58;34.5
2920106;243;58;23.9
2922102;291;128;44
2927200;502;242;48.2
2931301;223;86;38.6
2933059;246;78;31.7
2900405;201;13;6.5
2901502;303;233;76.9
2901700;159;59;37.1
2908200;273;142;52
2908507;465;101;21.7
2908903;358;135;37.7
2910305;189;98;51.9
2910800;6362;53;0.8
2913804;296;123;41.6
2914000;834;189;22.7
2914505;574;248;43.2
2916856;278;171;61.5
2923308;121;20;16.5
2924108;99;33;33.3
2924652;140;33;23.6
2925956;298;57;19.1
2927507;392;167;42.6
2928307;149;44;29.5
2928505;154;65;42.2
2928802;671;220;32.8
2929305;437;66;15.1
2930402;274;120;43.8
2931103;112;65;58
2931400;103;49;47.6
2909208;519;296;57
2918100;513;123;24
2924207;255;82;32.2
2927606;212;67;31.6
2930766;221;62;28.1
2906808;960;598;62.3
2906824;299;108;36.1
2910701;866;373;43.1
2921500;1044;464;44.4
2922656;280;200;71.4
2925808;387;165;42.6
2925907;436;202;46.3
2931905;866;233;26.9
2932002;529;242;45.7
2900355;219;105;47.9
2901601;240;101;42.1
2902658;320;106;33.1
2907806;516;224;43.4
2907905;492;241;49
2910750;456;283;62.1
2911857;233;61;26.2
2916500;516;229;44.4
2922904;401;110;27.4
2923050;236;68;28.8
2923100;366;111;30.3
2913705;686;131;19.1
2923803;425;49;11.5
2926509;266;63;23.7
2926608;1125;534;47.5
2902104;919;368;40
2903607;292;126;43.2
2906402;118;13;11
2906857;165;44;26.7
2908408;1035;235;22.7
2911253;110;30;27.3
2913309;121;24;19.8
2919108;130;54;41.5
2922730;138;33;23.9
2924058;313;15;4.8
2926103;256;92;35.9
2926301;459;105;22.9
2928000;570;260;45.6
2928950;163;76;46.6
2930501;1491;437;29.3
2903276;326;158;48.5
2931509;334;75;22.5
2933000;491;202;41.1
2900306;243;59;24.3
2900702;1729;285;16.5
2901908;303;0;0
2902054;263;196;74.5
2902203;246;170;69.1
2909604;288;66;22.9
2927002;643;225;35
2929701;358;106;29.6
2907004;181;78;43.1
2908606;356;55;15.4
2910503;624;106;17
2910602;479;72;15
2917904;195;78;40
2901106;295;82;27.8
2907509;704;193;27.4
2915908;113;64;56.6
2921005;841;177;21
2925204;559;294;52.6
2929503;593;236;39.8
2931707;182;97;53.3
2902302;134;28;20.9
2904852;308;81;26.3
2904902;411;113;27.5
2907301;503;193;38.4
2908309;253;83;32.8
2909802;879;103;11.7
2910206;80;62;77.5
2911600;413;129;31.2
2917805;310;120;38.7
2920601;522;174;33.3
2922201;97;21;21.6
2922300;390;108;27.7
2922508;384;82;21.4
2927309;257;55;21.4
2928604;837;281;33.6
2928703;1415;401;28.3
2929008;187;50;26.7
2929107;420;173;41.2
2929602;442;162;36.7
2929750;195;113;57.9
2933174;137;6;4.4
2905701;3366;290;8.6
2906501;889;14;1.6
2910057;1014;264;26
2916104;367;216;58.9
2919207;2613;669;25.6
2919926;245;80;32.7
2927408;25006;3324;13.3
2929206;444;51;11.5
2930709;1303;292;22.4
2933208;523;282;53.9
2904100;343;74;21.6
2904209;216;136;63
2904506;168;82;48.8
2907558;209;161;77
2912509;268;129;48.1
2913002;181;70;38.7
2914109;173;84;48.6
2919801;651;89;13.7
2923035;227;134;59
2923209;289;95;32.9
2931053;280;101;36.1
2900108;109;37;33.9
2901304;189;36;19
2902807;341;110;32.3
2904001;169;71;42
2921906;174;40;23
2904050;288;159;55.2
2908804;61;0;0
2912202;345;156;45.2
2915007;215;107;49.8
2918605;116;25;21.6
2919306;174;59;33.9
2922854;122;19;15.6
2923506;165;38;23
2924306;327;161;49.2
2926707;166;73;44
2929909;667;259;38.8
2932804;244;15;6.1
2933406;134;29;21.6
2900603;88;24;27.3
2901007;526;114;21.7
2901957;125;30;24
2904308;206;64;31.1
2909505;100;22;22
2914208;93;29;31.2
2914307;155;40;25.8
2915106;215;100;46.5
2916708;112;64;57.1
2916906;184;57;31
2917607;646;260;40.2
2918001;1858;564;30.4
2918209;280;159;56.8
2918308;355;258;72.7
2918704;93;75;80.6
2918803;241;118;49
2919058;167;0;0
2920502;357;179;50.1
2920809;180;110;61.1
2921302;136;5;3.7
2922409;227;41;18.1
2922805;165;99;60
2924900;153;109;71.2
2927903;285;120;42.1
2929404;170;44;25.9
2932101;293;132;45.1
2900504;217;79;36.4
2910107;187;40;21.4
2919504;662;217;32.8
2923605;380;170;44.7
2926905;259;128;49.4
2905008;369;117;31.7
2905206;752;214;28.5
2906600;160;37;23.1
2911709;1087;144;13.2
2912004;164;74;45.1
2913408;262;75;28.6
2917334;169;76;45
2917409;304;176;57.9
2918753;238;65;27.3
2919405;331;221;66.8
2920205;271;157;57.9
2921054;233;121;51.9
2921807;205;111;54.1
2923407;240;86;35.8
2924504;325;182;56
2926400;495;181;36.6
2930006;145;49;33.8
2932606;277;137;49.5
2902005;431;246;57.1
2904605;920;26;2.8
2906899;162;117;72.2
2908705;216;53;24.5
2909000;156;51;32.7
2911659;110;47;42.7
2917201;250;5;2
2919959;140;67;47.9
2920304;232;106;45.7
2924702;162;58;35.8
2925709;180;121;67.2
2926806;251;93;37.1
2931004;377;116;30.8
2931806;233;90;38.6
2901205;232;56;24.1
2905156;189;127;67.2
2902906;474;255;53.8
2903508;357;216;60.5
2903706;211;53;25.1
2921450;93;30;32.3
2903953;141;8;5.7
2904803;94;25;26.6
2922706;195;85;43.6
2906709;404;143;35.4
2910008;230;122;53
2912301;255;42;16.5
2913507;369;82;22.2
2920403;178;100;56.2
2916203;144;26;18.1
2925006;322;55;17.1
2925105;529;118;22.3
2933307;3678;777;21.1
2910404;297;110;37
2926657;201;65;32.3
2915809;249;49;19.7
2916401;879;291;33.1
2916807;226;42;18.6
2917102;300;77;25.7
2919702;245;28;11.4
2920007;154;38;24.7
2925402;153;74;48.4
2905404;348;151;43.4
2905800;431;131;30.4
2913457;184;88;47.8
2917300;321;93;29
2920700;340;122;35.9
2922607;174;80;46
2924678;167;60;35.9
2925758;387;24;6.2
2931202;268;144;53.7
2932903;1206;346;28.7
2900900;107;56;52.3
2902252;158;55;34.8
2902401;216;142;65.7
2903102;88;28;31.8
2903300;108;2;1.9
2903409;307;78;25.4
2904704;218;22;10.1
2905602;322;51;15.8
2906303;521;267;51.2
2908002;317;76;24
2910909;77;9;11.7
2911006;115;53;46.1
2911204;620;257;41.5
2911501;101;33;32.7
2912103;286;65;22.7
2912707;258;52;20.2
2912905;239;53;22.2
2913606;2067;624;30.2
2913903;518;150;29
2914802;2192;218;9.9
2914901;377;42;11.1
2915205;178;96;53.9
2915403;121;63;52.1
2915502;251;43;17.1
2915700;152;24;15.8
2916302;183;10;5.5
2916609;225;80;35.6
2918555;131;74;56.5
2920908;210;73;34.8
2922755;125;49;39.2
2923902;181;26;14.4
2927804;84;40;47.6
2928059;161;76;47.2
2929354;92;39;42.4
2931608;183;8;4.4
2932200;295;167;56.6
2932309;237;42;17.7
2932507;289;129;44.6
2932705;383;145;37.9
2933505;300;53;17.7
2900801;330;167;50.6
2906907;315;62;19.7
2910727;1476;260;17.6
2911808;317;28;8.8
2912806;117;50;42.7
2914653;389;139;35.7
2915304;96;8;8.3
2915601;933;574;61.5
2916005;276;72;26.1
2918456;177;94;53.1
2918902;63;31;49.2
2921104;332;30;9
2922003;675;151;22.4
2923001;655;235;35.9
2925303;2443;1028;42.1
2925501;565;308;54.5
2927705;426;269;63.1
2931350;1832;230;12.6
2933257;125;48;38.4
3106200;32541;4678;14.4
3145901;689;210;30.5
3106705;6602;718;10.9
3154606;4291;1244;29
3156700;1466;398;27.1
3160702;766;356;46.5
3147907;1703;601;35.3
3151800;2552;340;13.3
3152501;2515;705;28
3118601;7784;1989;25.6
3105400;469;211;45
3129806;2201;838;38.1
3108107;80;34;42.5
3109006;564;267;47.3
3110004;543;165;30.4
3120607;62;20;32.3
3124104;1036;630;60.8
3170206;10287;2037;19.8
3140159;187;90;48.1
3165537;544;268;49.3
3130101;776;299;38.5
3162922;597;285;47.7
3134608;225;98;43.6
3136603;80;54;67.5
3137601;998;261;26.2
3117876;117;67;57.3
3144805;1915;316;16.5
3149309;946;442;46.7
3150406;45;22;48.9
3153905;225;166;73.8
3148103;1587;446;28.1
3154804;146;40;27.4
3155306;64;25;39.1
3157203;474;178;37.6
3115359;92;51;55.4
3157807;2720;1051;38.6
3114105;171;64;37.4
3159001;86;66;76.7
3168309;63;26;41.3
3171204;1701;1100;64.7
3162955;342;177;51.8
3169307;1073;303;28.2
3148004;2284;972;42.6
3151503;501;231;46.1
3152105;946;271;28.6
3118304;2262;864;38.2
3105608;1857;646;34.8
3102100;137;63;46
3102803;142;30;21.1
3102902;130;78;60
3103306;34;10;29.4
3131901;975;219;22.5
3105905;305;110;36.1
3106804;49;29;59.2
3112208;44;15;34.1
3113107;45;16;35.6
3113206;372;139;37.4
3116308;62;20;32.3
3121506;48;9;18.8
3129400;67;40;59.7
3139102;75;30;40
3141603;112;36;32.1
3141900;44;12;27.3
3145703;36;31;86.1
3146602;31;24;77.4
3150307;54;19;35.2
3101631;110;45;40.9
3154408;71;23;32.4
3157302;84;58;69
3158706;42;27;64.3
3159407;51;35;68.6
3165305;85;22;25.9
3166204;105;52;49.5
3102209;79;41;51.9
3118403;319;180;56.4
3107802;161;99;61.5
3113404;1238;658;53.2
3150158;99;48;48.5
3123858;77;41;53.2
3130556;100;63;63
3131158;234;158;67.5
3157252;103;48;46.6
3159357;88;36;40.9
3170057;165;110;66.7
3170578;50;19;38
3120003;39;10;25.6
3122504;59;24;40.7
3170107;5614;1535;27.3
3129301;117;49;41.9
3109253;58;45;77.6
3130903;377;234;62.1
3160959;98;31;31.6
3164472;112;62;55.4
