CO_MUNICIPIO;doc_bas;doc_vinculo_contrat;pct_contratados
3131208;235;131;55.7
3168051;70;56;80
3151909;115;81;70.4
3162609;89;26;29.2
3168408;220;122;55.5
3102407;120;88;73.3
3136520;60;30;50
3106507;188;128;68.1
3112307;654;305;46.6
3102852;101;48;47.5
3113503;113;50;44.2
3116100;197;119;60.4
3117504;386;174;45.1
3118106;48;22;45.8
3120102;71;43;60.6
3121001;88;55;62.5
3121605;803;354;44.1
3111101;295;82;27.8
3125408;74;42;56.8
3125507;54;24;44.4
3126505;125;88;70.4
3135456;98;56;57.1
3127602;161;66;41
3132503;574;325;56.6
3104452;79;51;64.6
3141801;454;244;53.7
3138351;106;72;67.9
3142502;52;26;50
3153202;65;30;46.2
3153301;57;38;66.7
3156007;188;120;63.8
3160207;51;23;45.1
3160603;51;18;35.3
3165909;48;13;27.1
3166501;66;29;43.9
3167103;376;154;41
3169703;347;197;56.8
3171071;92;42;45.7
3135100;1133;562;49.6
3168606;2205;1165;52.8
3104205;619;152;24.6
3152204;583;259;44.4
3143302;5959;2472;41.5
3105103;421;114;27.1
3126000;173;60;34.7
3100203;226;36;15.9
3103900;103;35;34
3107000;32;16;50
3107406;823;377;45.8
3114006;128;52;40.6
3114204;338;194;57.4
3114501;283;88;31.1
3115607;27;14;51.9
3116605;393;199;50.6
3119104;377;206;54.6
3117603;92;53;57.6
3119807;33;12;36.4
3122306;3375;1679;49.7
3123205;134;33;24.6
3124708;34;11;32.4
3130200;113;38;33.6
3130309;83;25;30.1
3132206;162;73;45.1
3133709;247;162;65.6
3133808;1244;483;38.8
3135308;93;46;49.5
3137205;619;227;36.7
3138302;53;36;67.9
3138807;258;61;23.6
3139706;107;55;51.4
3140506;211;107;50.7
3140704;523;215;41.1
3136652;519;186;35.8
3141306;63;19;30.2
3142403;84;23;27.4
3143500;141;87;61.7
3145208;1635;433;26.5
3145802;59;43;72.9
3146404;42;19;45.2
3146503;93;37;39.8
3146909;206;51;24.8
3147105;1558;482;30.9
3139409;1218;477;39.2
3108008;214;81;37.9
3147709;92;28;30.4
3148905;64;20;31.2
3149606;60;28;46.7
3149705;148;38;25.7
3150604;88;31;35.2
3151404;442;162;36.7
3115300;942;284;30.1
3153707;44;35;79.5
3160405;354;129;36.4
3161809;158;118;74.7
3163102;71;23;32.4
3164605;166;37;22.3
3168200;38;31;81.6
3169901;1335;485;36.3
3162807;301;132;43.9
3100500;146;85;58.2
3144359;90;27;30
3149952;128;97;75.8
3100609;195;113;57.9
3101102;428;217;50.7
3101805;96;39;40.6
3113800;144;134;93.1
3115706;89;77;86.5
3116803;111;45;40.5
3120839;71;30;42.3
3127370;54;23;42.6
3119203;178;122;68.5
3122108;92;46;50
3122207;133;86;64.7
3122603;75;44;58.7
3123106;78;38;48.7
3123700;120;65;54.2
3125804;32;15;46.9
3126901;132;62;47
3127305;77;52;67.5
3161650;48;31;64.6
3127503;91;64;70.3
3127701;4250;1981;46.6
3128006;483;192;39.8
3131802;118;87;73.7
3133204;190;84;44.2
3112653;92;61;66.3
3134103;90;63;70
3154309;217;109;50.2
3139607;336;115;34.2
3162575;71;49;69
3144672;88;61;69.3
3140100;75;31;41.3
3140605;59;21;35.6
3141504;73;43;58.9
3161056;60;32;53.3
3144201;39;22;56.4
3148400;61;32;52.5
3148608;248;124;50
3112059;62;32;51.6
3156809;230;111;48.3
3157500;51;23;45.1
3158201;265;203;76.6
3136553;90;55;61.1
3159506;105;82;78.1
3161601;58;48;82.8
3163003;80;41;51.2
3126950;67;40;59.7
3163508;97;58;59.8
3164100;91;51;56
3164506;153;105;68.6
3165503;125;101;80.8
3166105;43;24;55.8
3167707;65;40;61.5
3169505;107;74;69.2
3171501;56;40;71.4
3171808;148;90;60.8
3171907;66;39;59.1
3130606;154;35;22.7
3107901;136;43;31.6
3108305;222;57;25.7
3169059;70;12;17.1
3108909;231;125;54.1
3109105;76;16;21.1
3109709;160;60;37.5
3110509;351;92;26.2
3110608;366;95;26
3165578;99;57;57.6
3113602;65;42;64.6
3117207;43;15;34.9
3117801;150;51;34
3118502;24;15;62.5
3119906;47;25;53.2
3120508;168;84;50
3121100;119;40;33.6
3124401;101;26;25.7
3124500;127;38;29.9
3125101;959;376;39.2
3127404;44;14;31.8
3132404;1357;315;23.2
3133600;178;77;43.3
3134905;428;261;61
3139904;289;112;38.8
3140407;42;9;21.4
3143401;336;71;21.1
3143807;96;61;63.5
3144409;59;16;27.1
3146008;411;101;24.6
3147303;313;90;28.8
3149101;134;52;38.8
3150901;62;27;43.5
3151008;143;33;23.1
3159605;569;90;15.8
3162302;40;11;27.5
3163201;59;15;25.4
3164407;74;31;41.9
3165404;126;40;31.7
3167400;59;36;61
3169109;101;75;74.3
3172202;35;15;42.9
3135209;1469;779;53
3132107;288;182;63.2
3162450;606;563;92.9
3108255;206;140;68
3117836;183;94;51.4
3149150;163;112;68.7
3139300;347;149;42.9
3135050;657;384;58.4
3140852;178;138;77.5
3142254;139;84;60.4
3142700;260;174;66.9
3136959;137;85;62
3161106;964;491;50.9
3116159;285;231;81.1
3130051;188;111;59
3150570;121;54;44.6
3170529;196;119;60.7
3170008;179;96;53.6
3152131;61;22;36.1
3170909;440;261;59.3
3129657;133;75;56.4
3171030;174;124;71.3
3136702;8824;2557;29
3103603;49;26;53.1
3106101;69;26;37.7
3106903;240;97;40.4
3107208;57;34;59.6
3107505;85;20;23.5
3114808;57;29;50.9
3115904;54;12;22.2
3116209;56;18;32.1
3119609;54;32;59.3
3121308;64;33;51.6
3125002;80;41;51.2
3128501;61;36;59
3138500;63;17;27
3138609;312;164;52.6
3139805;138;72;52.2
3140209;55;33;60
3140803;217;53;24.4
3145406;54;27;50
3147808;36;24;66.7
3149408;36;26;72.2
3149507;56;27;48.2
3150109;41;15;36.6
3155405;93;35;37.6
3127388;83;46;55.4
3155900;65;25;38.5
3157278;50;23;46
3156205;47;23;48.9
3158607;55;14;25.5
3159308;63;15;23.8
3162906;369;108;29.3
3167509;38;17;44.7
3165602;49;28;57.1
3112901;149;117;78.5
3116001;124;89;71.8
3117405;97;65;67
3137700;315;140;44.4
3138674;92;50;54.3
3154150;95;44;46.3
3162559;200;121;60.5
3139508;306;82;26.8
3123528;102;40;39.2
3140530;119;63;52.9
3140902;339;232;68.4
3144003;387;208;53.7
3153509;103;62;60.2
3157906;196;107;54.6
3158904;146;87;59.6
3163607;72;48;66.7
3167608;373;220;59
3107307;805;343;42.6
3128253;60;18;30
3145455;77;34;44.2
3108503;130;79;60.8
3108602;496;271;54.6
3111150;65;30;46.2
3138682;111;85;76.6
3135357;166;93;56
3109402;490;365;74.5
3112703;217;123;56.7
3116506;89;47;52.8
3118809;532;393;73.9
3162658;65;25;38.5
3162252;70;37;52.9
3120300;89;41;46.1
3123809;85;50;58.8
3124302;490;245;50
3139250;61;31;50.8
3126604;57;36;63.2
3126703;356;188;52.8
3146255;85;51;60
3127800;249;115;46.2
3136579;50;27;54
3129608;134;67;50
3132008;85;59;69.4
3135605;114;52;45.6
3136801;61;37;60.7
3127354;66;38;57.6
3137304;46;17;37
3138104;120;87;72.5
3141009;199;102;51.3
3115474;78;51;65.4
3142007;195;97;49.7
3147956;91;52;57.1
3142908;328;144;43.9
3127339;141;99;70.2
3151206;936;272;29.1
3145059;141;89;63.1
3166956;101;74;73.3
3146552;110;45;40.9
3154507;159;83;52.2
3155603;429;192;44.8
3130655;103;55;53.4
3143450;105;49;46.7
3160454;134;79;59
3170651;66;30;45.5
3156502;91;47;51.6
3157005;586;241;41.1
3145372;85;51;60
3127073;61;36;59
3157377;83;33;39.8
3157609;61;31;50.8
3162401;406;255;62.8
3138658;156;81;51.9
3144656;115;59;51.3
3162708;277;134;48.4
3164209;106;61;57.5
3154457;113;62;54.9
3168002;417;165;39.6
3106655;66;44;66.7
3170800;492;242;49.2
3101508;625;146;23.4
3103108;30;15;50
3104403;49;24;49
3105509;117;71;60.7
3110103;66;12;18.2
3112109;67;31;46.3
3102050;70;35;50
3113305;525;175;33.3
3125952;206;56;27.2
3122009;292;115;39.4
3145877;129;69;53.5
3124203;411;106;25.8
3124609;40;23;57.5
3124906;136;58;42.6
3125309;66;39;59.1
3132602;48;20;41.7
3138005;57;15;26.3
3138401;864;307;35.5
3142106;140;36;25.7
3142205;179;63;35.2
3164431;57;32;56.1
3143906;1521;483;31.8
3156452;67;38;56.7
3146701;73;23;31.5
3148202;62;33;53.2
3149002;52;15;28.8
3151107;173;55;31.8
3154101;127;55;43.3
3158409;46;19;41.3
3160009;54;30;55.6
3161403;63;35;55.6
3169208;118;43;36.4
3171402;71;38;53.5
3172103;69;26;37.7
3106002;145;54;37.2
3107703;82;27;32.9
3121803;79;53;67.1
3125903;138;88;63.8
3131703;1582;560;35.4
3132800;26;15;57.7
3136207;1067;227;21.3
3144706;238;65;27.3
3147501;29;24;82.8
3155702;277;157;56.7
3158003;112;43;38.4
3160504;35;19;54.3
3161007;217;120;55.3
3161908;226;135;59.7
3163409;57;20;35.1
3164803;26;19;73.1
3100401;83;38;45.8
3106408;136;96;70.6
3121704;73;46;63
3140001;1230;427;34.7
3142304;72;51;70.8
3146107;1404;381;27.1
3104502;419;248;59.2
3108206;96;49;51
3122470;76;55;72.4
3144375;65;13;20
3109303;564;331;58.7
3126208;124;70;56.5
3128600;91;52;57.1
3136306;686;354;51.6
3108552;227;134;59
3147006;1649;564;34.2
3170404;1358;510;37.6
3109451;117;81;69.2
3171006;358;223;62.3
3170479;68;46;67.6
3101904;258;110;42.6
3162948;117;52;44.4
3112802;104;41;39.4
3114402;272;111;40.8
3121209;103;30;29.1
3123403;24;10;41.7
3126109;892;326;36.5
3119955;67;31;46.3
3126307;48;24;50
3150505;77;38;49.4
3162203;76;32;42.1
3164308;131;71;54.2
3170602;43;20;46.5
3103801;32;9;28.1
3114303;328;146;44.5
3137106;115;65;56.5
3137502;233;112;48.1
3141207;60;27;45
3153400;343;197;57.4
3137536;107;46;43
3155504;203;97;47.8
3159704;57;18;31.6
3161700;84;47;56
3170750;93;58;62.4
3162104;620;331;53.4
3168903;89;40;44.9
3101409;50;34;68
3102001;145;57;39.3
3102605;515;102;19.8
3104304;193;33;17.1
3105301;91;32;35.2
3107604;49;16;32.7
3108404;177;49;27.7
3109501;167;94;56.3
3110301;207;125;60.4
3111002;267;131;49.1
3117108;132;61;46.2
3117900;123;34;27.6
3122405;92;19;20.7
3129905;47;16;34
3131505;101;22;21.8
3143005;163;29;17.8
3144102;416;59;14.2
3145109;202;49;24.3
3159209;97;28;28.9
3165800;26;18;69.2
3166907;80;20;25
3171303;1209;334;27.6
3100302;193;101;52.3
3148756;121;56;46.3
3102308;184;64;34.8
3102506;67;40;59.7
3103702;91;29;31.9
3105707;65;28;43.1
3110202;91;34;37.4
3111705;65;43;66.2
3116704;82;30;36.6
3122702;60;19;31.7
3165560;36;17;47.2
3128204;104;48;46.2
3135506;177;73;41.2
3148806;42;16;38.1
3150208;64;40;62.5
3145851;54;16;29.6
3152303;120;49;40.8
3154002;312;138;44.2
3171154;71;23;32.4
3154903;194;24;12.4
3155009;47;26;55.3
3157401;78;25;32.1
3160108;69;19;27.5
3163805;101;66;65.3
3164001;109;66;60.6
3166303;112;59;52.7
3168507;177;62;35
3170503;146;69;47.3
3114600;47;16;34
3115201;53;10;18.9
3119708;41;11;26.8
3123007;115;23;20
3130002;41;11;26.8
3130408;87;25;28.7
3130804;43;21;48.8
3134301;80;44;55
3134509;57;26;45.6
3137403;181;40;22.1
3138708;75;18;24
3144508;90;28;31.1
3152709;88;35;39.8
3154200;111;18;16.2
3156106;47;15;31.9
3159902;242;134;55.4
3162500;1276;289;22.6
3165008;131;53;40.5
3168804;103;48;46.6
3157336;85;42;49.4
3104106;118;27;22.9
3112406;61;33;54.1
3115102;208;54;26
3116407;64;20;31.2
3128303;225;65;28.9
3128709;668;85;12.7
3129707;156;44;28.2
3132909;161;30;18.6
3134806;85;27;31.8
3136900;120;38;31.7
3143203;289;86;29.8
3152907;101;34;33.7
3133758;156;55;35.3
3163904;76;33;43.4
3164704;929;264;28.4
3165107;73;29;39.7
3103207;40;20;50
3104809;46;21;45.7
3105004;97;63;64.9
3109204;127;36;28.3
3109600;55;20;36.4
3109907;147;31;21.1
3112505;120;72;60
3118908;85;47;55.3
3120904;1112;292;26.3
3125705;188;101;53.7
3126406;46;16;34.8
3127206;81;41;50.6
3131000;83;53;63.9
3131109;87;40;46
3135704;67;30;44.8
3136405;54;27;50
3141108;511;278;54.4
3143609;48;36;75
3143708;48;34;70.8
3147402;269;97;36.1
3152006;407;127;31.2
3153608;151;83;55
3158508;82;51;62.2
3167202;3405;1189;34.9
3169356;462;178;38.5
3100906;245;142;58
3120151;75;41;54.7
3103405;679;348;51.3
3104700;194;131;67.5
3106606;138;133;96.4
3157658;116;97;83.6
3110806;48;33;68.8
3135076;67;37;55.2
3113008;330;223;67.6
3113701;291;159;54.6
3119500;128;50;39.1
3126802;84;51;60.7
3127057;77;52;67.5
3132305;187;93;49.7
3115458;112;38;33.9
3132701;317;147;46.4
3133303;274;119;43.4
3134004;223;137;61.4
3152170;197;130;66
3137007;187;111;59.4
3138906;92;65;70.7
3139201;330;221;67
3126752;71;32;45.1
3165552;209;165;78.9
3144300;509;242;47.5
3144904;63;29;46
3145307;446;301;67.5
3146206;95;60;63.2
3146305;295;168;56.9
3148509;92;68;73.9
3150000;44;20;45.5
3152402;193;114;59.1
3163300;55;33;60
3166709;129;62;48.1
3145356;154;105;68.2
3170305;50;35;70
3171600;148;53;35.8
3100708;29;17;58.6
3104007;1992;638;32
3111408;115;67;58.3
3111507;193;118;61.1
3116902;40;29;72.5
3117306;341;83;24.3
3118205;95;63;66.3
3127008;217;70;32.3
3127107;724;146;20.2
3129509;340;88;25.9
3133402;164;74;45.1
3134400;571;124;21.7
3114550;140;46;32.9
3138625;112;30;26.8
3170438;46;18;39.1
3149200;45;32;71.1
3149804;224;165;73.7
3151602;118;27;22.9
3153004;51;14;27.5
3156908;487;212;43.5
3157708;188;49;26.1
3161304;90;30;33.3
3168101;101;49;48.5
3121258;150;29;19.3
3171105;61;26;42.6
3150703;77;29;37.7
3103504;1577;347;22
3130705;131;92;70.2
3142809;313;81;25.9
3145000;215;148;68.8
3152808;344;164;47.7
3169604;407;190;46.7
3103751;105;43;41
3139003;659;144;21.9
3101201;75;39;52
3101300;35;16;45.7
3101607;1113;380;34.1
3104908;208;62;29.8
3107109;529;214;40.5
3110707;148;41;27.7
3110905;271;58;21.4
3111309;155;62;40
3111606;426;233;54.7
3113909;142;29;20.4
3114709;44;20;45.5
3115508;316;65;20.6
3117702;154;25;16.2
3118700;114;21;18.4
3119005;42;10;23.8
3120805;190;52;27.4
3122801;54;30;55.6
3123601;380;72;18.9
3125200;43;8;18.6
3128105;202;77;38.1
3129202;65;20;30.8
3130507;139;72;51.8
3133006;263;84;31.9
3133105;262;62;23.7
3135902;68;35;51.5
3137809;269;45;16.7
3142601;108;39;36.1
3144607;393;98;24.9
3145505;44;23;52.3
3147204;306;87;28.4
3147600;220;69;31.4
3151701;166;47;28.3
3152600;83;18;21.7
3158300;88;30;34.1
3160801;57;29;50.9
3162005;309;103;33.3
3163706;632;133;21
3164902;44;13;29.5
3165206;86;48;55.8
3166402;36;30;83.3
3167004;34;28;82.4
3167806;64;21;32.8
3169406;704;281;39.9
3169802;63;26;41.3
3170701;2012;615;30.6
3171709;135;84;62.2
3155801;311;53;17
3104601;158;54;34.2
3108701;59;17;28.8
3121902;61;36;59
3122900;77;27;35.1
3123304;68;30;44.1
3124005;317;105;33.1
3128402;96;58;60.4
3128808;78;33;42.3
3129004;77;19;24.7
3148301;90;45;50
3151305;147;77;52.4
3153103;70;39;55.7
3156304;115;67;58.3
3161502;129;79;61.2
3165701;84;17;20.2
3167301;44;29;65.9
3167905;45;24;53.3
3169000;212;24;11.3
3172004;566;140;24.7
3101003;197;129;65.5
3120870;106;62;58.5
3122355;96;50;52.1
3101706;698;255;36.5
3122454;110;34;30.9
3140555;113;55;48.7
3102704;132;82;62.1
3105202;72;47;65.3
3117009;87;35;40.2
3125606;100;48;48
3134707;149;86;57.7
3135803;360;194;53.9
3136009;210;72;34.3
3143153;61;37;60.7
3136504;161;119;73.9
3141405;251;136;54.2
3148707;340;136;40
3155108;75;50;66.7
3146750;92;53;57.6
3156601;115;91;79.1
3157104;91;65;71.4
3158102;80;60;75
3160306;144;79;54.9
3103009;129;70;54.3
3106309;324;156;48.1
3108800;71;31;43.7
3119401;1279;423;33.1
3131307;3752;1361;36.3
3135001;67;48;71.6
3136108;68;40;58.8
3140308;72;24;33.3
3141702;84;32;38.1
3158953;420;272;64.8
3168705;1062;224;21.1
3114907;41;18;43.9
3115409;69;23;33.3
3118007;1030;311;30.2
3120409;74;19;25.7
3121407;115;75;65.2
3123908;229;147;64.2
3133907;89;56;62.9
3135407;106;93;87.7
3137908;54;8;14.8
3150802;228;110;48.2
3153806;33;8;24.2
3155207;73;25;34.2
3159100;72;27;37.5
3160900;61;48;78.7
3166006;71;16;22.5
3109808;52;39;75
3111804;131;75;57.3
3112604;189;80;42.3
3115805;123;95;77.2
3129103;63;28;44.4
3131406;48;32;66.7
3134202;1597;660;41.3
3159803;260;82;31.5
3120706;101;42;41.6
3128907;112;43;38.4
3131604;103;26;25.2
3166808;204;99;48.5
3100104;79;29;36.7
3115003;53;19;35.8
3119302;395;159;40.3
3124807;87;49;56.3
3127909;20;11;55
3143104;655;266;40.6
3156403;48;29;60.4
3100807;56;29;51.8
3110400;38;18;47.4
3111200;649;201;31
3111903;56;26;46.4
3112000;152;46;30.3
3120201;144;76;52.8
3133501;267;119;44.6
3138203;1238;222;17.9
3145604;521;138;26.5
3149903;330;119;36.1
3154705;57;28;49.1
3158805;50;15;30
3161205;83;31;37.3
3150539;64;28;43.8
3166600;17;16;94.1
3123502;22;13;59.1
3200169;196;164;83.7
3200904;647;341;52.7
3202108;346;220;63.6
3203304;156;91;58.3
3200136;216;148;68.5
3201001;302;217;71.9
3203908;1048;673;64.2
3204906;2313;1343;58.1
3205150;169;106;62.7
3204708;595;366;61.5
3205176;250;197;78.8
3200359;94;70;74.5
3200805;524;203;38.7
3201506;1915;861;45
3202256;207;173;83.6
3203353;219;156;71.2
3204005;250;193;77.2
3204658;134;118;88.1
3203502;449;349;77.7
3204252;133;108;81.2
3203601;105;95;90.5
3204104;432;291;67.4
3201605;507;401;79.1
3203056;570;395;69.3
3204054;361;289;80.1
3200607;1671;774;46.3
3202207;271;175;64.6
3202504;222;132;59.5
3203130;234;140;59.8
3203205;2831;1047;37
3205010;530;347;65.5
3204351;393;285;72.5
3200102;480;348;72.5
3201159;241;195;80.9
3201704;224;184;82.1
3201902;607;466;76.8
3203346;270;215;79.6
3203163;198;154;77.8
3205069;444;233;52.5
3202702;234;142;60.7
3202900;183;158;86.3
3204500;183;88;48.1
3204559;814;559;68.7
3204609;400;260;65
3204955;156;100;64.1
3201308;5411;2875;53.1
3205002;7863;4888;62.2
3205101;1239;947;76.4
3205200;6643;2303;34.7
3205309;5908;2020;34.2
3200300;246;142;57.7
3200409;758;479;63.2
3202405;2036;1057;51.9
3202603;164;136;82.9
3204203;407;132;32.4
3204401;201;116;57.7
3200201;518;274;52.9
3201803;59;55;93.2
3202009;143;92;64.3
3202306;482;318;66
3202454;410;265;64.6
3202553;210;161;76.7
3202652;187;101;54
3203007;385;201;52.2
3203700;316;259;82
3200508;111;37;33.3
3200706;218;144;66.1
3201100;117;56;47.9
3201209;2903;1601;55.1
3201407;658;384;58.4
3203106;157;119;75.8
3203403;305;202;66.2
3203809;194;130;67
3204807;157;132;84.1
3205036;317;175;55.2
3202801;786;555;70.6
3203320;1090;612;56.1
3204302;406;354;87.2
3300605;719;52;7.2
3302056;226;72;31.9
3302205;1636;317;19.4
3302304;126;17;13.5
3303104;264;46;17.4
3304102;265;66;24.9
3306156;178;15;8.4
3300159;207;3;1.4
3300902;291;47;16.2
3305133;111;0;0
3302106;415;84;20.2
3303005;493;75;15.2
3304706;782;171;21.9
3301009;8342;1481;17.8
3301157;237;94;39.7
3304805;821;264;32.2
3305000;992;286;28.8
3304755;1018;446;43.8
3301405;366;73;19.9
3302403;4341;265;6.1
3300936;273;110;40.3
3304151;426;15;3.5
3300225;161;12;7.5
3306008;1379;30;2.2
3300951;196;8;4.1
3303708;635;95;15
3305406;329;54;16.4
3301108;300;15;5
3301207;322;23;7.1
3301504;384;6;1.6
3302452;150;15;10
3300506;449;22;4.9
3301603;223;113;50.7
3303401;3297;157;4.8
3305703;195;62;31.8
3304607;159;44;27.7
3305307;121;16;13.2
3305901;215;75;34.9
3301306;849;20;2.4
3304524;2509;140;5.6
3305604;402;17;4.2
3300209;2732;765;28
3300258;882;469;53.2
3300704;3911;1146;29.3
3300233;1107;650;58.7
3305208;2027;194;9.6
3301876;629;305;48.5
3305505;2175;462;21.2
3300407;2492;219;8.8
3302254;503;51;10.1
3304003;617;6;1
3303955;525;6;1.1
3306305;4004;365;9.1
3304128;244;2;0.8
3304201;2111;28;1.3
3304110;352;15;4.3
3304409;306;32;10.5
3300308;1114;71;6.4
3304508;208;26;12.5
3306107;1195;288;24.1
3300100;2625;57;2.2
3303807;767;158;20.6
3301801;220;69;31.4
3302809;259;28;10.8
3302908;429;23;5.4
3303609;739;207;28
3303856;415;1;0.2
3306206;564;83;14.7
3303906;4668;669;14.3
3305158;311;10;3.2
3305802;2548;319;12.5
3300803;996;75;7.5
3304300;995;184;18.5
3302007;2274;292;12.8
3305554;1554;350;22.5
3302601;897;27;3
3300456;5043;1662;33
3303500;9569;159;1.7
3305109;4782;394;8.2
3301702;11039;1815;16.4
3301850;939;573;61
3302502;4048;1318;32.6
3301900;3466;1367;39.4
3305752;575;271;47.1
3302270;1174;39;3.3
3302700;3563;183;5.1
3303203;2228;51;2.3
3303302;7848;197;2.5
3302858;2339;747;31.9
3304144;1640;141;8.6
3304557;76588;1658;2.2
3304904;9620;701;7.3
3550308;153145;26366;17.2
3549904;8679;2023;23.3
3526407;476;141;29.6
3510500;2095;342;16.3
3539004;134;35;26.1
3513009;3847;1117;29
3552502;4237;1199;28.3
3544202;199;90;45.2
3514908;251;116;46.2
3506003;4782;946;19.8
3523107;3823;1327;34.7
3525904;5723;738;12.9
3513801;4735;1230;26
3549805;6264;930;14.8
3534401;9799;2209;22.5
3531803;928;360;38.8
3505807;264;97;36.7
3509502;12948;3225;24.9
3552551;57;23;40.4
3530409;67;34;50.7
3548708;10181;1517;14.9
3523503;232;89;38.4
3554508;706;211;29.9
3557006;1317;392;29.8
3537909;373;143;38.3
3554102;3594;710;19.8
3506508;1642;422;25.7
3538006;2562;694;27.1
3509205;1351;290;21.5
3506102;1409;375;26.6
3512506;83;27;32.5
3536703;627;116;18.5
3546702;341;109;32
3511102;1994;405;20.3
3518503;210;89;42.4
3515509;1058;233;22
3539103;214;113;52.8
3551702;1757;559;31.8
3503802;604;259;42.9
3503208;3285;743;22.6
3552403;3070;971;31.6
3541406;3025;754;24.9
3502101;835;157;18.8
3543402;9676;2736;28.3
3519709;1104;137;12.4
3532009;203;29;14.3
3504107;2217;667;30.1
3530805;1369;372;27.2
3520400;751;358;47.7
3547809;8250;1462;17.7
3503901;1486;308;20.7
3510609;3945;1457;36.9
3507704;78;33;42.3
3545308;562;134;23.8
3530706;2220;530;23.9
3550704;1564;449;28.7
3523404;1984;448;22.6
3530607;4841;1016;21
3540507;88;32;36.4
3525300;2010;445;22.1
3552205;8310;1659;20
3543907;2760;805;29.2
3520509;3166;944;29.8
3515202;136;42;30.9
3516408;1827;751;41.1
3546405;628;87;13.9
3518800;16628;2735;16.4
3543303;1903;610;32.1
3550407;467;132;28.3
3545605;228;87;38.2
3540200;597;285;47.7
3554003;2119;482;22.7
3550209;434;153;35.3
3541000;6165;801;13
3501608;2902;576;19.8
3535002;134;64;47.8
3549508;110;27;24.5
3514106;370;124;33.5
3529807;181;59;32.6
3515707;1848;607;32.8
3556206;1649;139;8.4
3533601;116;18;15.5
3548500;6621;553;8.4
3526902;3669;852;23.2
3500303;454;122;26.9
3553302;350;55;15.7
3545803;2135;597;28
3547304;2591;393;15.2
3513702;431;163;37.8
3523602;222;90;40.5
3507506;2129;215;10.1
3502754;465;302;64.9
3501004;243;95;39.1
3545209;1535;404;26.3
3529401;4097;1510;36.9
3500402;66;33;50
3551603;377;99;26.3
3503000;72;25;34.7
3530508;1055;155;14.7
3552106;646;74;11.5
3510401;896;158;17.6
3522604;1091;191;17.5
3538709;5896;966;16.4
3557105;1246;137;11
3557303;192;90;46.9
3522109;1529;632;41.3
3515400;244;67;27.5
3501806;88;39;44.3
3537107;484;104;21.5
3534757;156;51;32.7
3507902;414;101;24.4
3548807;2620;432;16.5
3518305;456;94;20.6
3504305;115;94;81.7
3536901;31;7;22.6
3506359;1043;326;31.3
3515608;123;57;46.3
3530102;245;44;18
3505906;860;180;20.9
3527603;226;75;33.2
3535507;696;107;15.4
3531100;957;319;33.3
3531308;652;233;35.7
3523909;2559;1195;46.7
3505708;5163;1398;27.1
3537305;1061;437;41.2
3524303;1159;341;29.4
3508108;191;50;26.2
3556503;1077;290;26.9
3526803;967;183;18.9
3551009;3730;550;14.7
3510203;596;173;29
3503307;1958;488;24.9
3505609;454;234;51.5
3501103;44;16;36.4
3528809;211;42;19.9
3540606;719;85;11.8
3531902;440;127;28.9
3524402;2831;969;34.2
3521804;317;84;26.5
3549102;1253;145;11.6
3536505;1796;248;13.8
3550100;515;156;30.3
3533908;847;178;21
3519808;120;29;24.2
3527108;972;320;32.9
3548906;3792;936;24.7
3526209;427;167;39.1
3532900;165;45;27.3
3528106;73;23;31.5
3509809;69;31;44.9
3507605;2711;422;15.6
3527009;105;19;18.1
3545159;86;32;37.2
3501905;1123;300;26.7
3519071;2872;960;33.4
3504602;292;128;43.8
3515152;318;99;31.1
3556453;693;177;25.5
3519105;150;54;36
3555505;83;33;39.8
3504800;106;37;34.9
3500204;72;13;18.1
3513405;1266;359;28.4
3504008;1665;444;26.7
3510807;480;77;16
3516200;5498;944;17.2
3528502;963;228;23.7
3518602;697;71;10.2
3509304;127;52;40.9
3554805;691;417;60.3
3515186;684;235;34.4
3522307;2040;552;27.1
3536604;102;39;38.2
3543600;59;16;27.1
3518404;1776;468;26.4
3522208;2181;785;36
3518701;3599;961;26.7
3534708;1540;259;16.8
3554300;474;160;33.8
3518909;65;27;41.5
3546108;42;15;35.7
3507001;918;141;15.4
3511607;300;91;30.3
3524709;1118;200;17.9
3540705;781;245;31.4
3513603;289;70;24.2
3508504;1173;288;24.6
3518107;79;31;39.2
3537602;1105;185;16.7
3541208;230;57;24.8
3529005;3011;688;22.8
3507803;387;136;35.1
3512308;266;32;12
3505500;1597;592;37.1
3532603;151;32;21.2
3522901;221;87;39.4
3526100;296;83;28
3553005;174;48;27.6
3552809;3047;1102;36.2
3509007;1298;478;36.8
3550902;280;101;36.1
3525003;1680;483;28.8
3549409;581;124;21.3
3540309;51;17;33.3
3555000;922;319;34.6
3546306;478;119;24.9
3550605;1491;461;30.9
3516705;781;356;45.6
3537800;660;203;30.8
3539905;70;43;61.4
3547601;422;93;22
3543105;85;22;25.9
3544103;525;241;45.9
3557204;202;62;30.7
3513504;1955;203;10.4
3520103;380;42;11.1
3538600;416;153;36.8
3501152;280;112;40
3504503;1251;376;30.1
3516309;1903;593;31.2
3508405;691;212;30.7
3556404;562;159;28.3
3547502;308;46;14.9
3546603;555;185;33.3
3521200;90;61;67.8
3507159;61;16;26.2
3538808;616;200;32.5
3546900;91;40;44
3556701;1320;339;25.7
3553104;78;7;9
3527405;266;108;40.6
3512001;327;127;38.8
3551900;192;35;18.2
3502903;433;135;31.2
3535903;55;9;16.4
