CO_MUNICIPIO;doc_bas;doc_fund_ai;doc_fund_af;doc_med;doc_vinculo_contrat;pct_contratados;Anos Finais;Anos Iniciais;Ensino Médio
2101103;281;69;111;52;152;54.1;5.4;7.1;3.8
2101202;1408;258;490;270;906;64.3;5;6;3.8
2101251;392;85;134;65;283;72.2;4.8;6.1;4
2101301;364;87;110;45;196;53.8;4.9;5.2;3.6
2101350;96;8;49;13;53;55.2;4.8;6.5;3.5
2101400;1288;523;464;192;491;38.1;4.7;5.5;4.2
2101509;299;65;108;55;136;45.5;5.1;5.7;3.7
2101608;1931;620;640;277;940;48.7;4.5;5.1;3.9
2101707;1195;301;421;209;891;74.6;4.6;6.1;3.8
2101731;257;34;97;25;176;68.5;4;4.6;3.4
2101772;348;103;97;20;219;62.9;4.8;5.2;3.5
2101806;108;50;35;17;40;37;5.1;5.1;4.5
2101905;300;59;144;53;200;66.7;3.8;5;3.2
2101939;92;28;36;20;53;57.6;4.6;5.9;4.3
2101970;232;76;59;24;122;52.6;4.1;5.3;3.2
2102002;859;199;347;123;513;59.7;4.2;5.6;4
2102036;512;119;193;62;369;72.1;4.5;5.5;3.4
2102077;248;54;103;22;116;46.8;5;5.6;3.8
2102101;685;106;231;119;468;68.3;4.2;5;3.5
2102150;275;77;106;36;202;73.5;4.6;5.6;3
2102200;554;147;201;82;307;55.4;4.6;5.2;3.5
2102309;525;129;184;60;343;65.3;4.5;5.2;3.3
2102325;1260;385;447;180;944;74.9;4.2;4.7;3.5
2102358;216;88;85;20;78;36.1;4.2;5.2;3.7
2102374;242;48;90;35;129;53.3;4.6;5.7;
2102408;187;27;85;27;97;51.9;3.6;4.1;3.2
2102507;450;81;257;40;312;69.3;3.9;4.9;4.6
2102556;212;62;74;23;94;44.3;4.9;6.2;3.9
2102606;500;106;160;56;402;80.4;4.7;5.3;3.5
2102705;472;158;113;50;307;65;4.8;6;3
2102754;217;46;84;26;114;52.5;4.8;4.9;4.1
2102804;361;90;143;47;259;71.7;4.2;5;4.1
2102903;507;136;163;85;294;58;5;5.6;4
2103000;2512;574;965;530;1582;63;4.6;5.5;3.9
2103109;163;31;70;21;89;54.6;4.7;5.8;3.6
2103125;198;39;62;23;183;92.4;4.2;4.8;3.7
2103158;415;70;126;41;395;95.2;4.3;6;3.7
2103174;447;105;128;63;215;48.1;4;4.8;3.4
2103208;1183;383;409;187;656;55.5;4.5;5.7;3.8
2103257;258;65;117;27;120;46.5;4.6;5.1;3.7
2103307;2013;605;618;282;1198;59.5;4.1;5.1;3.9
2103406;821;171;264;182;536;65.3;4;6.1;3.8
2103505;673;153;241;111;389;57.8;4.5;5.2;3.8
2103554;354;90;158;28;186;52.5;4.2;5.2;3.6
2103604;966;229;294;191;545;56.4;4.3;4.8;3.7
2103703;441;70;178;91;214;48.5;4.3;4.7;3.9
2103752;281;81;116;21;131;46.6;4.1;4.6;3.8
2103802;358;126;112;62;133;37.2;5;5.8;4.9
2103901;314;90;97;30;267;85;5.9;8.1;3.2
2104008;409;134;176;61;210;51.3;4.7;5.5;4.5
2104057;485;173;178;47;188;38.8;4.4;5.3;4.1
2104073;118;33;44;14;36;30.5;4.3;5.6;3.9
2104081;278;76;102;37;197;70.9;4.3;5.5;3.9
2104099;375;104;166;61;227;60.5;4.6;5.8;3.9
2104107;211;55;85;35;65;30.8;4.9;6.4;4.2
2104206;339;113;131;38;165;48.7;4.9;5.4;4.2
2104305;227;62;56;39;163;71.8;4.5;5.6;3.7
2104404;302;110;122;33;154;51;5.1;5;3.6
2104503;165;46;52;20;114;69.1;4.9;5.4;3.9
2104552;240;94;62;31;140;58.3;4.2;4.8;3.3
2104602;254;97;114;24;132;52;3.5;4.7;3.7
2104628;204;59;78;13;39;19.1;4.6;4.8;3.9
2104651;253;56;114;14;179;70.8;3.8;4.8;3.4
2104677;486;103;150;75;182;37.4;4.3;5.3;3.5
2104701;131;36;47;13;80;61.1;4.4;4.7;3.7
2104800;1553;534;476;218;852;54.9;4.1;4.8;3.4
2104909;188;48;56;31;77;41;4.8;5.6;3.8
2105005;545;115;236;69;366;67.2;4.7;5.3;3.7
2105104;594;177;239;62;292;49.2;4.6;5.4;3.2
2105153;505;98;153;37;446;88.3;4.5;5.3;2.9
2105203;179;45;76;18;137;76.5;4.9;6.3;3.3
2105302;2464;589;774;536;460;18.7;4.7;5.7;4.2
2105351;385;92;162;36;271;70.4;4.5;5.2;3.4
2105401;1144;220;366;266;836;73.1;4.8;5.9;3.5
2105427;320;87;122;43;115;35.9;4.5;5.2;3.5
2105450;221;69;85;16;112;50.7;5;5.5;
2105476;642;127;285;77;496;77.3;3.4;4;2.8
2105500;489;115;184;52;299;61.1;4.4;5.4;3.8
2105609;262;80;113;26;151;57.6;4.8;5.5;3.7
2105658;161;41;58;18;107;66.5;4.6;5.6;4.2
2105708;836;242;300;89;426;51;4.3;5.2;3.8
2105807;274;31;104;50;169;61.7;4.2;5.5;4
2105906;341;67;156;40;142;41.6;4.4;4.8;3.6
2105922;202;55;78;22;87;43.1;4.7;5.7;4
2105948;194;44;75;25;106;54.6;4.6;5.5;4
2105963;258;70;101;40;149;57.8;4.4;4.8;3.8
2105989;163;30;64;17;106;65;4.9;4.9;3.9
2106003;217;37;80;25;122;56.2;5.2;7;3.4
2106102;267;92;103;35;133;49.8;4.8;5.1;3.9
2106201;157;53;52;17;52;33.1;4.4;5.6;3.6
2106300;316;79;79;73;61;19.3;4.5;5.6;3.3
2106326;385;108;150;40;256;66.5;4.3;4.8;3.7
2106359;178;76;74;13;96;53.9;5.1;4.9;3.6
2106375;372;90;122;24;334;89.8;4.7;5.8;3.2
2106409;446;135;130;43;293;65.7;4.1;4.7;3.3
2106508;452;102;189;56;214;47.3;4.3;4.7;3.6
2106607;720;188;313;99;237;32.9;4.7;5.3;3.5
2106631;304;69;93;42;189;62.2;4.6;5.5;3.6
2106672;169;34;38;15;107;63.3;4;4.5;2.8
2106706;347;75;149;40;215;62;3.6;4.7;3.6
2106755;326;95;107;50;255;78.2;4.4;5.4;3.9
2106805;293;79;113;37;105;35.8;4.3;5.1;3.8
2106904;621;151;224;58;283;45.6;3.7;4.6;3.7
2107001;157;59;54;30;102;65;4;4.6;3.8
2107100;372;102;147;43;187;50.3;4.5;5.4;3.4
2107209;344;46;116;65;238;69.2;4.4;5.4;3.6
2107258;97;22;39;10;25;25.8;4.6;5.7;4.1
2107308;81;25;28;19;38;46.9;;;3.6
2107357;317;73;129;27;181;57.1;4.1;5.2;3.6
2107407;404;98;147;49;209;51.7;4.8;5.7;3.2
2107456;286;68;94;40;180;62.9;3.8;4.5;3.5
2107506;1572;564;550;238;513;32.6;4.5;6.3;3.8
2107605;416;80;179;41;239;57.5;3.9;4.7;3.2
2107704;324;105;87;44;82;25.3;4.5;5.4;3.6
2107803;694;161;251;95;390;56.2;5.9;6.8;3.8
2107902;371;141;104;43;219;59;4.3;5.1;3.8
2108009;496;86;136;62;274;55.2;5;6;4
2108058;489;128;192;53;302;61.8;5.1;6.3;3.5
2108108;493;141;175;42;308;62.5;4.2;5.2;
2108207;457;84;153;120;189;41.4;5.1;6;4.2
2108256;658;125;268;61;396;60.2;4.1;4.8;3
2108306;585;138;240;78;370;63.2;4.3;5.3;3.8
2108405;210;55;85;22;80;38.1;4.4;5.3;3.4
2108454;470;81;168;63;335;71.3;4.3;6;3
2108504;796;203;221;113;320;40.2;4.2;4.9;3.6
2108603;1367;389;487;223;701;51.3;4.6;5.4;3.7
2108702;658;161;208;53;421;64;4.3;4.9;3.5
2108801;245;49;86;37;104;42.4;4.1;4.9;3.5
2108900;348;75;131;58;133;38.2;5.4;6.2;4.1
2109007;513;126;171;49;291;56.7;5.4;6.6;3.7
2109056;141;29;63;12;83;58.9;4.3;4.6;3.6
2109106;561;168;181;117;184;32.8;5;5.2;4.2
2109205;257;42;109;23;127;49.4;4.9;5.6;4.1
2109239;249;43;104;13;143;57.4;4.2;5.7;3.4
2109270;498;128;189;59;330;66.3;4;5.3;3.1
2109304;309;82;105;44;237;76.7;4;4.7;3.7
2109403;385;69;154;15;308;80;4.1;5;3.6
2109452;475;153;149;54;276;58.1;4.7;5.7;3.7
2109502;310;111;111;46;133;42.9;4;4.8;3.2
2109551;101;22;47;18;68;67.3;3.8;4.6;3.8
2109601;828;195;239;119;382;46.1;4.6;5.8;4
2109700;98;35;37;12;54;55.1;4.6;6.8;3.6
2109759;143;35;58;13;73;51;3.8;4.7;2.9
2109809;796;143;331;101;479;60.2;4.3;5.2;3.9
2109908;1493;398;465;244;384;25.7;4.5;5.3;4
2110005;1007;269;491;172;511;50.7;4.9;5.8;3.8
2110039;413;100;151;74;168;40.7;4.5;5.2;3.8
2110104;819;133;312;66;456;55.7;4.1;5.6;3.6
2110203;781;165;271;149;607;77.7;4.3;5.5;3.3
2110237;188;47;65;25;95;50.5;4.7;6.2;4.1
2110278;384;120;182;26;171;44.5;4;5.3;3.4
2110302;531;121;204;40;412;77.6;4.8;6;3.7
2110401;507;148;176;46;352;69.4;3.6;4.4;3.4
2110500;639;134;243;78;440;68.9;4.4;5.2;3.5
2110609;593;108;130;77;220;37.1;5;6;3.8
2110658;176;55;54;21;106;60.2;5.1;4.6;4.1
2110708;811;207;293;79;450;55.5;4.2;5.1;3.9
2110807;90;44;32;10;49;54.4;4.3;4.9;3.5
2110856;163;54;43;27;94;57.7;4.3;5.1;3.5
2110906;257;87;82;20;160;62.3;5.3;6.4;3.2
2111003;386;82;176;31;126;32.6;3.5;4.9;3.2
2111029;241;54;86;41;165;68.5;4.5;5.6;3.5
2111052;254;69;93;37;76;29.9;4.6;5.2;3.6
2111078;436;83;193;59;321;73.6;4.2;5.3;3.2
2111102;395;97;123;88;50;12.7;5.1;5.7;4.5
2111201;2210;914;693;308;1302;58.9;5;5.8;4
2111250;128;35;43;14;72;56.2;4.3;4.8;3.7
2111300;8749;1996;2567;2840;2576;29.4;4.6;6;4.2
2111409;362;75;179;34;181;50;4;5.1;3.6
2111508;563;129;161;118;348;61.8;4.4;5.4;3.8
2111532;187;57;46;25;115;61.5;4.2;5.2;3.5
2111573;137;43;34;17;102;74.5;4.5;5.3;3.5
2111607;327;101;107;68;176;53.8;4.7;6;3.8
2111631;197;48;65;25;115;58.4;3.9;4.6;3.3
2111672;168;52;52;14;79;47;3.6;5.2;4.2
2111706;410;67;172;83;266;64.9;4.4;4.9;3.8
2111722;262;44;99;23;231;88.2;4.1;5.4;3.6
2111748;202;45;89;16;138;68.3;4.3;5;3.3
2111763;263;69;87;39;51;19.4;3.6;4.6;3.7
2111789;288;51;89;27;143;49.7;4.1;4.8;3
2111805;393;122;169;40;210;53.4;4.1;5.3;3.7
2111904;162;37;60;23;92;56.8;4.5;5.4;3.3
2111953;129;39;53;17;34;26.4;4.2;5.8;3.8
2112001;206;67;78;33;78;37.9;5.1;5.6;4.6
2112100;458;147;160;48;240;52.4;4;5.1;3.8
2112209;2754;786;776;512;1459;53;5.6;6.7;4
2112233;346;114;143;32;223;64.5;5.2;6.2;3.6
2112274;163;36;71;16;90;55.2;3.9;4.9;3.3
2112308;608;148;210;73;354;58.2;4.7;5.3;3.5
2112407;867;123;372;216;491;56.6;4.7;4.4;3.4
2112456;604;143;198;53;408;67.5;4.6;4.9;3
2112506;908;227;328;135;347;38.2;5.4;6.3;3.4
2112605;721;122;322;102;467;64.8;4;5.3;3.1
2112704;1094;149;260;254;610;55.8;5.4;7.1;3.6
2112803;843;201;309;140;590;70;4.7;5.3;3.8
2112852;156;51;43;22;95;60.9;4.1;5.2;4.3
2112902;484;86;208;91;306;63.2;4.3;5.4;3.6
2113009;613;162;180;75;217;35.4;4.3;5.4;3.4
2114007;928;233;237;158;400;43.1;4.7;6.4;3.7
2200053;91;38;28;20;53;58.2;5.3;6.5;4.7
2200103;111;31;23;29;90;81.1;5;5.4;4.9
2200202;314;88;57;53;96;30.6;5.7;7.3;4.6
2200251;86;37;48;23;25;29.1;6.9;8.1;6.9
2200277;91;28;25;17;30;33;5.6;6.8;4.8
2200301;267;70;118;44;149;55.8;5.7;5.7;5.4
2200400;796;193;258;238;540;67.8;5.7;8.1;4.9
2200459;136;39;45;21;58;42.6;3.8;4.9;5.8
2200509;412;76;122;95;264;64.1;4.7;5.9;4.3
2200608;188;34;50;81;71;37.8;5.5;7.5;5.1
2200707;199;60;65;40;133;66.8;5.4;5.8;5.2
2200806;68;19;13;15;38;55.9;5.6;5.6;3.8
2200905;112;23;34;25;81;72.3;4.7;6.8;4.4
2200954;91;17;20;13;77;84.6;5.4;6.8;4.1
2201002;136;25;29;11;89;65.4;4.5;4.9;4.7
2201051;195;59;57;29;115;59;4.3;5.6;4.2
2201101;147;27;67;28;29;19.7;5.4;6.1;4.4
2201150;312;105;83;57;201;64.4;5.8;6.8;4.1
2201176;70;13;12;15;25;35.7;;6;4.9
2201200;1242;370;399;194;713;57.4;4.9;6;4.5
2201309;76;22;19;11;51;67.1;4;4.4;4.4
2201408;104;28;27;18;40;38.5;4;5;4.3
2201507;523;117;167;161;236;45.1;5.2;5.3;4.7
2201556;50;10;13;14;21;42;5.8;7.1;5.2
2201572;129;14;19;21;76;58.9;5.4;6.8;5.1
2201606;314;81;75;64;165;52.5;4.9;6.1;4.6
2201705;127;41;34;42;67;52.8;5.2;5.4;5.8
2201739;165;45;53;29;90;54.5;5.5;6;4.8
2201770;236;63;76;44;124;52.5;4.5;5.2;4.9
2201804;104;19;31;19;41;39.4;4.5;5.4;5
2201903;497;122;202;123;293;59;5.9;8.1;4.7
2201919;140;28;55;20;71;50.7;4.1;4.7;4.4
2201929;79;34;23;16;31;39.2;5;5.5;5.7
2201945;148;46;45;26;90;60.8;5.5;5.8;4.6
2201960;180;55;60;40;113;62.8;5.1;5.8;5.1
2201988;71;20;14;14;17;23.9;5.3;5.5;4.9
2202000;517;126;119;104;321;62.1;5;5.9;5.3
2202026;242;71;58;21;162;66.9;6.6;7.4;4.9
2202059;230;43;73;41;152;66.1;5.1;6.2;5
2202075;100;16;36;25;88;88;5.4;5.4;4.3
2202083;158;83;54;24;68;43;6.2;7.2;5.2
2202091;79;11;27;15;25;31.6;6.6;6.7;4.6
2202109;189;49;40;16;106;56.1;4.7;4.6;4.7
2202117;100;39;44;15;41;41;4.2;4.3;4.5
2202133;132;47;39;14;74;56.1;4.5;6.7;4.3
2202174;217;67;57;28;135;62.2;4.3;5;4.3
2202208;851;212;206;216;324;38.1;5.8;6.5;4.8
2202251;102;25;31;18;29;28.4;4.6;5;5
2202307;327;106;86;68;81;24.8;4.8;5.2;4.6
2202406;247;56;57;53;131;53;4.7;6;4.3
2202455;66;14;22;16;29;43.9;4.6;5.7;5
2202505;168;76;48;23;64;38.1;4.3;4.8;5
2202539;99;34;41;18;44;44.4;4.2;5.7;4.6
2202554;180;43;38;18;144;80;5.4;6.7;4.9
2202604;349;80;65;66;238;68.2;5.8;6.7;5.3
2202653;125;37;43;22;63;50.4;5.9;5.5;4.9
2202703;569;134;180;119;265;46.6;5.1;6.5;5.1
2202711;113;30;19;22;66;58.4;5.3;5.2;4.7
2202729;105;38;32;20;58;55.2;7;7.8;7.2
2202737;102;34;27;23;61;59.8;4.8;5.6;4.3
2202752;148;32;32;47;89;60.1;5.3;4.6;4.9
2202778;150;37;35;19;82;54.7;5.3;6.5;5.1
2202802;90;21;22;15;49;54.4;6.2;6;4.9
2202851;122;47;26;20;70;57.4;4.9;6.1;4.8
2202901;593;164;193;167;162;27.3;4.3;4.4;4.6
2203008;129;36;34;15;82;63.6;4.1;5;3.8
2203107;284;42;96;61;200;70.4;6.5;7.3;4.8
2203206;226;53;116;49;52;23;5.3;6.2;4.6
2203230;154;54;55;14;104;67.5;4.1;5.1;4.1
2203255;83;16;32;17;61;73.5;4.5;6.3;3.5
2203271;160;58;48;29;111;69.4;5.7;6.4;5.2
2203305;293;83;110;60;172;58.7;7;8.1;4.5
2203354;178;78;65;19;85;47.8;4.8;5.1;5
2203404;119;27;35;22;51;42.9;5.6;5.9;4.6
2203420;86;18;42;22;58;67.4;7;9;4.9
2203453;196;59;60;37;80;40.8;4.4;6;4.8
2203503;223;43;89;50;155;69.5;5;6.8;4.7
2203602;76;17;15;21;47;61.8;4;5.5;4.5
2203701;634;152;204;161;323;50.9;5.2;6.7;4.9
2203750;120;36;34;12;71;59.2;4.7;5;4.7
2203800;108;40;33;16;23;21.3;5.2;5.1;
2203859;51;9;12;13;14;27.5;5.2;5.7;5.9
2203909;929;205;216;286;275;29.6;5.6;6.1;5
2204006;93;17;31;19;68;73.1;4.8;6.7;5.3
2204105;75;33;27;15;39;52;4.9;5.4;5.3
2204154;53;10;14;11;23;43.4;5.1;7.5;5
2204204;164;40;36;36;42;25.6;5.4;6;5.1
2204303;219;51;48;45;175;79.9;6.6;8.8;6.2
2204352;89;23;18;15;48;53.9;5.4;5.4;5
2204402;250;48;121;38;110;44;4.1;5.1;4.2
2204501;228;85;85;50;140;61.4;4.9;5.7;4.4
2204550;99;22;28;16;50;50.5;3.7;5.7;6.2
2204600;76;29;35;16;41;53.9;5;6;4.8
2204659;160;50;62;52;37;23.1;4.6;5.2;5.1
2204709;272;65;83;93;172;63.2;6;6.4;4.6
2204808;188;69;76;40;119;63.3;5.4;6.5;4.8
2204907;154;61;37;24;81;52.6;4.8;5.3;4.3
2205003;225;60;48;44;156;69.3;6.1;7.1;5.3
2205102;198;67;75;34;79;39.9;4;4.7;4.8
2205151;185;40;35;16;110;59.5;5.2;6.1;5.1
2205201;352;53;111;87;225;63.9;5.1;5.6;4.8
2205250;96;31;47;22;56;58.3;4.8;4.9;4.3
2205276;139;43;33;33;81;58.3;4.8;5.4;4.3
2205300;103;30;31;12;42;40.8;4.8;5.2;4.9
2205359;49;19;13;14;18;36.7;4.8;4.9;4.2
2205409;234;52;91;53;102;43.6;5.1;6.7;6.2
2205458;204;49;69;19;137;67.2;4.1;5.3;4.6
2205508;587;192;228;142;198;33.7;4.8;5.5;4.4
2205516;123;36;37;24;87;70.7;5.3;6.1;5.2
2205524;115;25;48;25;56;48.7;4;6.9;4.2
2205532;89;26;34;16;43;48.3;4.3;4.8;4.5
2205540;80;27;16;13;59;73.8;4.9;6.2;4.3
2205557;147;46;30;36;74;50.3;4.5;6.4;4.8
2205565;73;32;18;22;27;37;5.8;6.3;5.1
2205573;162;44;55;24;79;48.8;5;6.3;4.9
2205581;63;23;17;11;37;58.7;5.3;5.8;4.8
2205599;86;18;22;18;45;52.3;4.7;5;5.9
2205607;143;25;46;20;107;74.8;6.3;5.9;
2205706;519;150;170;111;252;48.6;5;5.4;5.2
2205805;739;143;237;119;418;56.6;4.8;5.5;4.7
2205854;184;68;59;30;141;76.6;4.1;5.1;4.1
2205904;122;33;42;19;48;39.3;4.6;5.5;4.7
2205953;147;41;36;28;86;58.5;4.6;5.6;5.1
2206001;85;21;26;18;32;37.6;6.2;5.9;
2206050;122;33;41;23;48;39.3;5.1;5.7;4.6
2206100;244;71;77;46;176;72.1;4.6;5.3;4.3
2206209;577;185;159;100;329;57;3.8;4.4;3.9
2206308;41;11;10;11;15;36.6;4;5.3;4.3
2206357;129;33;73;17;22;17.1;4.5;5.7;4.5
2206407;164;31;48;52;92;56.1;5.2;6.2;4.9
2206506;164;57;35;31;98;59.8;6.1;6.7;4.9
2206605;243;69;64;44;86;35.4;4.3;4.5;3.6
2206654;85;17;35;12;33;38.8;4.7;5.6;3.9
2206670;178;50;73;23;76;42.7;6.1;6.9;4.9
2206696;137;36;39;23;56;40.9;4.6;5.9;5
2206704;109;31;41;22;12;11;4.9;6;4.5
2206720;133;53;30;24;17;12.8;;5;4.2
2206753;207;14;48;19;178;86;4.6;7.7;4.8
2206803;267;63;51;55;247;92.5;4.7;5.3;4.3
2206902;106;22;44;19;65;61.3;4.6;5.9;4.7
2206951;74;33;26;17;35;47.3;5.6;6.3;4.5
2207009;809;140;189;263;446;55.1;5.3;7;5
2207108;80;15;27;15;58;72.5;4.8;6.5;4.7
2207207;168;48;37;30;107;63.7;5.6;7.3;
2207306;81;23;14;18;52;64.2;4.8;5.8;4.7
2207355;55;16;16;12;20;36.4;6;7.3;5.4
2207405;141;26;55;19;76;53.9;6.1;7.4;5.8
2207504;308;76;100;64;157;51;4;4.6;4.1
2207553;144;32;24;11;120;83.3;5.7;6.3;4.8
2207603;183;59;63;43;57;31.1;3.7;4.6;4.3
2207702;1716;285;564;624;578;33.7;5.1;5.8;5.2
2207751;96;22;24;14;47;49;3.8;4.3;4.3
2207777;139;24;26;34;97;69.8;5.6;6.5;4.9
2207793;82;18;20;16;60;73.2;5.5;;3.8
2207801;423;106;100;125;248;58.6;4.8;6.1;4.7
2207850;109;43;22;13;65;59.6;3.8;4.3;4.6
2207900;641;138;188;194;371;57.9;5;5.7;4.6
2207934;57;30;18;10;34;59.6;4.6;4;5.9
2207959;73;27;21;19;45;61.6;5.5;5.9;4.1
2208007;1077;260;263;303;412;38.3;4.8;5.7;5.1
2208106;237;45;86;53;166;70;4.8;5.2;4.1
2208205;322;103;91;75;197;61.2;5;5.4;4.2
2208304;403;131;127;118;181;44.9;5.2;6.3;5.2
2208403;1204;319;310;305;678;56.3;5.4;5.9;5
2208502;310;73;78;73;172;55.5;4.4;5.3;4.1
2208551;56;20;15;10;36;64.3;5.9;6.1;5.1
2208601;83;27;17;14;62;74.7;4.7;4.8;4.2
2208650;119;39;37;26;81;68.1;5.3;6.7;4.8
2208700;246;54;93;57;148;60.2;4;5.1;4.8
2208809;432;107;118;104;312;72.2;4.6;5.4;5.2
2208858;116;35;27;19;62;53.4;5;5.5;5.8
2208874;99;38;28;18;43;43.4;4.6;4.8;4.2
2208908;169;28;80;24;151;89.3;5.1;7;4.1
2209005;125;32;39;20;70;56;4.9;5.1;6.1
2209104;144;31;33;22;74;51.4;4.7;6.7;4.4
2209153;70;25;16;15;25;35.7;5.3;6.2;5.4
2209203;132;32;49;39;78;59.1;5.5;5.7;4.3
2209302;129;44;49;25;89;69;4.8;5.1;4.8
2209351;95;28;31;12;35;36.8;5.2;5.7;4.2
2209377;90;24;21;21;60;66.7;4.8;6.3;5.9
2209401;138;44;37;22;77;55.8;;5.7;5.7
2209450;79;16;22;17;67;84.8;4.7;5.7;5.5
2209500;93;14;26;26;66;71;5.7;7.2;5.2
2209559;93;32;25;19;60;64.5;5.9;5.1;5.8
2209609;99;26;38;19;86;86.9;6.3;6.5;5.5
2209658;145;71;48;16;34;23.4;5;5.3;4.6
2209708;108;39;39;19;43;39.8;6;6.4;5.4
2209757;76;27;21;16;45;59.2;4.5;5.2;4.6
2209807;100;33;37;21;46;46;4.8;5.2;4.6
2209856;124;22;27;20;68;54.8;5.5;7.7;4.6
2209872;95;33;15;20;43;45.3;3.8;5.4;4.8
2209906;169;44;52;20;87;51.5;5.4;7;5.3
2209955;119;39;38;32;70;58.8;5;6.4;4.3
2209971;202;59;54;44;113;55.9;5.3;6;4.4
2210003;347;83;80;100;235;67.7;4.8;6.1;4.4
2210052;85;27;27;23;33;38.8;5.7;6.8;5
2210102;54;11;14;14;16;29.6;5.3;5.5;4.6
2210201;141;45;55;24;90;63.8;4.5;5.2;4.5
2210300;155;45;48;21;112;72.3;5;6.7;4.6
2210359;108;25;42;27;43;39.8;4.7;5.6;5
2210375;55;22;15;10;28;50.9;5.1;6.8;4.4
2210383;59;23;21;14;33;55.9;4.8;6.4;5.3
2210391;63;15;19;15;24;38.1;5.1;6;5.3
2210409;328;72;77;73;212;64.6;4.5;6;5.4
2210508;281;89;80;56;160;56.9;5.1;5.6;4.5
2210607;681;178;182;182;474;69.6;4.6;5.5;5
2210623;90;37;28;20;36;40;3.9;4.2;4.4
2210631;101;41;41;12;46;45.5;4.7;6.1;4.8
2210656;128;32;49;26;43;33.6;4.9;6;4.5
2210706;310;83;107;69;175;56.5;5.6;7.5;4.7
2210805;268;70;63;61;153;57.1;4.8;6.4;4.5
2210904;121;43;22;17;63;52.1;5.5;5.2;4.6
2210938;108;39;28;19;77;71.3;4.1;5.3;5.4
2210953;62;14;15;10;25;40.3;5.6;5.5;4.4
2210979;69;23;18;15;41;59.4;6.1;5.6;6.3
2211001;8850;1705;2375;3038;3109;35.1;5.7;6.8;5
2211100;844;218;270;279;459;54.4;5.1;5.8;4.6
2211209;470;89;159;155;166;35.3;4.8;5.4;4.4
2211308;421;92;136;116;276;65.6;5;5.7;4.8
2211357;112;36;51;19;69;61.6;4.2;4.9;4.9
2211407;86;22;32;17;27;31.4;4.6;5.7;5.2
2211506;102;26;21;18;79;77.5;5.2;5.3;5.6
2211605;112;20;31;19;77;68.8;6.1;6.9;6
2211704;138;38;27;18;115;83.3;5.3;5.6;5.4
2300101;183;68;48;26;57;31.1;5;6.8;4.5
2300150;258;78;70;33;247;95.7;4.9;6;4.5
2300200;938;284;251;191;555;59.2;6.6;8.7;5
2300309;654;159;173;154;369;56.4;5;6.2;4.6
2300408;216;67;52;37;144;66.7;5;6.9;4.5
2300507;196;45;81;25;140;71.4;6.7;9.8;4.7
2300606;152;44;42;18;59;38.8;6.5;9.8;4.3
2300705;287;79;77;46;198;69;5.9;7;4.7
2300754;866;274;314;116;696;80.4;5.7;6.5;4.6
2300804;130;26;47;16;64;49.2;4.8;6.1;4.2
2300903;186;57;60;31;41;22;5.8;6.6;4.5
2301000;891;249;232;204;541;60.7;4.9;6.1;4.3
2301109;839;275;272;208;456;54.4;5.3;6.9;4.3
2301208;487;133;132;113;351;72.1;4.9;7;4.7
2301257;312;89;81;28;223;71.5;8.5;9.8;7.2
2301307;332;102;123;53;190;57.2;5;6;5
2301406;280;94;98;39;217;77.5;5.3;6.5;4.7
2301505;201;69;75;25;107;53.2;4.7;5.5;4.6
2301604;391;80;123;89;279;71.4;5.8;7.4;4.8
2301703;293;73;92;63;137;46.8;5.5;5.8;4.7
2301802;121;31;37;26;56;46.3;4.9;5.6;4.4
2301851;268;104;133;35;176;65.7;4.9;5.8;4.2
2301901;763;203;217;167;322;42.2;5;5.9;4
2301950;308;104;93;33;113;36.7;5.2;6.5;4.2
2302008;292;85;106;59;131;44.9;5.5;5.9;4.9
2302057;233;57;68;54;45;19.3;6;7.4;4.7
2302107;577;190;126;87;397;68.8;5;5.5;4.6
2302206;618;209;178;132;307;49.7;5.9;6.7;4.9
2302305;441;159;110;89;252;57.1;7.4;8.2;5.5
2302404;795;173;255;146;579;72.8;5.1;6.6;4.4
2302503;629;164;181;117;440;70;6.6;6.3;4.5
2302602;1002;238;312;171;691;69;5.8;7.9;4.9
2302701;416;101;148;82;107;25.7;4.9;5.7;4.4
2302800;896;207;226;221;569;63.5;6.2;7.3;4.9
2302909;268;83;97;33;216;80.6;4.5;5.6;4.1
2303006;317;66;107;63;216;68.1;5.6;7.4;4.9
2303105;368;83;122;51;190;51.6;7.8;9.6;5.4
2303204;524;166;164;82;252;48.1;5.2;6;4.6
2303303;201;56;51;46;136;67.7;5.9;7.3;5.2
2303402;291;75;77;57;166;57;5.8;8.4;4.7
2303501;949;205;264;181;642;67.7;5.4;6.6;4.8
2303600;129;31;51;33;65;50.4;5.1;6.3;4.2
2303659;182;28;50;26;89;48.9;7.7;10;4.9
2303709;3906;1045;1257;769;2142;54.8;4.8;5.7;4.4
2303808;327;62;110;96;49;15;5.6;7.1;4.7
2303907;251;80;77;34;107;42.6;5.2;6.1;4.7
2303931;176;36;51;32;119;67.6;4.8;7.5;4
2303956;366;97;118;63;318;86.9;6.3;7.1;4.5
2304004;503;115;131;99;326;64.8;9.1;10;5
2304103;1257;331;359;253;913;72.6;7;8.4;4.7
2304202;1442;403;354;377;634;44;5.4;6.6;4.6
2304236;470;93;170;50;320;68.1;8.2;9.5;4.4
2304251;513;179;125;62;421;82.1;8.1;10;4.8
2304269;150;38;50;23;82;54.7;9.3;9.9;5
