CO_MUNICIPIO;NO_MUNICIPIO;SG_UF;doc_bas;doc_vinculo_contrat;pct_contratados
2509370;Mato Grosso;PB;57;26;45.6
2508109;Lagoa;PB;82;34;41.5
2512804;Riacho dos Cavalos;PB;122;36;29.5
2513901;São Bento;PB;613;350;57.1
2500700;São João do Rio do Peixe;PB;412;288;69.9
2512077;Poço de José de Moura;PB;127;62;48.8
2502201;Bom Jesus;PB;66;39;59.1
2502409;Bonito de Santa Fé;PB;149;51;34.2
2503308;Cachoeira dos Índios;PB;130;35;26.9
2503704;Cajazeiras;PB;1016;281;27.7
2504108;Carrapateira;PB;59;38;64.4
2509602;Monte Horebe;PB;88;44;50
2513307;Santa Helena;PB;106;31;29.2
2514503;São José de Piranhas;PB;262;39;14.9
2516805;Triunfo;PB;238;166;69.7
2502052;Bernardino Batista;PB;120;35;29.2
2516904;Uiraúna;PB;296;164;55.4
2512036;Poço Dantas;PB;123;57;46.3
2513653;Joca Claudino;PB;88;23;26.1
2504504;Condado;PB;89;36;40.4
2505501;Vista Serrana;PB;59;11;18.6
2508406;Lastro;PB;51;14;27.5
2508802;Malta;PB;73;24;32.9
2510006;Nazarezinho;PB;69;28;40.6
2510907;Paulista;PB;188;133;70.7
2512101;Pombal;PB;555;170;30.6
2503753;Cajazeirinhas;PB;63;16;25.4
2513927;São Bentinho;PB;62;36;58.1
2513968;São Domingos;PB;49;32;65.3
2513208;Santa Cruz;PB;76;19;25
2514206;São José da Lagoa Tapada;PB;87;18;20.7
2516201;Sousa;PB;1033;400;38.7
2517209;Vieirópolis;PB;79;32;40.5
2513984;São Francisco;PB;65;26;40
2500775;Aparecida;PB;130;35;26.9
2509156;Marizópolis;PB;144;74;51.4
2503407;Cacimba de Areia;PB;51;29;56.9
2508703;Mãe d'Água;PB;49;21;42.9
2510709;Passagem;PB;48;23;47.9
2501153;Areia de Baraúnas;PB;38;10;26.3
2510808;Patos;PB;1736;650;37.4
2512606;Quixaba;PB;35;13;37.1
2513802;Santa Teresinha;PB;64;11;17.2
2514404;São José de Espinharas;PB;60;17;28.3
2514602;São José do Bonfim;PB;45;22;48.9
2500205;Aguiar;PB;84;47;56
2502607;Igaracy;PB;75;21;28
2504207;Catingueira;PB;68;37;54.4
2504801;Coremas;PB;209;63;30.1
2505907;Emas;PB;75;27;36
2510204;Nova Olinda;PB;112;55;49.1
2510402;Olho d'Água;PB;96;33;34.4
2511301;Piancó;PB;226;15;6.6
2513604;Santana dos Garrotes;PB;111;48;43.2
2502102;Boa Ventura;PB;81;19;23.5
2504405;Conceição;PB;315;65;20.6
2513356;Santa Inês;PB;52;16;30.8
2505303;Curral Velho;PB;45;17;37.8
2505600;Diamante;PB;100;39;39
2506608;Ibiara;PB;94;54;57.4
2507002;Itaporanga;PB;374;96;25.7
2511004;Pedra Branca;PB;86;29;33.7
2513505;Santana de Mangueira;PB;90;29;32.2
2514305;São José de Caiana;PB;87;23;26.4
2515708;Serra Grande;PB;41;12;29.3
2500106;Água Branca;PB;135;64;47.4
2505402;Desterro;PB;125;85;68
2503555;Cacimbas;PB;141;54;38.3
2506707;Imaculada;PB;146;67;45.9
2508000;Juru;PB;104;40;38.5
2509008;Manaíra;PB;133;46;34.6
2512309;Princesa Isabel;PB;274;107;39.1
2514552;São José de Princesa;PB;42;16;38.1
2516607;Tavares;PB;204;100;49
2516706;Teixeira;PB;219;114;52.1
2509396;Maturéia;PB;81;45;55.6
2507804;Junco do Seridó;PB;114;19;16.7
2513000;Salgadinho;PB;62;22;35.5
2513406;Santa Luzia;PB;232;98;42.2
2514701;São José do Sabugi;PB;70;41;58.6
2514909;São Mamede;PB;107;29;27.1
2517100;Várzea;PB;43;11;25.6
2505006;Cubati;PB;107;42;39.3
2506202;Frei Martinho;PB;34;13;38.2
2507705;Juazeirinho;PB;247;88;35.6
2516755;Tenório;PB;67;20;29.9
2501351;Assunção;PB;81;41;50.6
2510303;Nova Palmeira;PB;60;31;51.7
2511103;Pedra Lavrada;PB;123;66;53.7
2511400;Picuí;PB;313;57;18.2
2501534;Baraúna;PB;71;29;40.8
2515401;São Vicente do Seridó;PB;196;106;54.1
2503902;Camalaú;PB;100;36;36
2504702;Congo;PB;91;38;41.8
2508505;Livramento;PB;128;34;26.6
2509701;Monteiro;PB;608;233;38.3
2510600;Ouro Velho;PB;47;24;51.1
2512200;Prata;PB;73;34;46.6
2514107;São João do Tigre;PB;74;14;18.9
2514800;São José dos Cordeiros;PB;57;32;56.1
2510659;Parari;PB;40;17;42.5
2515203;São Sebastião do Umbuzeiro;PB;57;22;38.6
2517407;Zabelê;PB;48;29;60.4
2515500;Serra Branca;PB;214;56;26.2
2504850;Coxixola;PB;35;24;68.6
2516300;Sumé;PB;239;41;17.2
2500734;Amparo;PB;43;14;32.6
2516508;Taperoá;PB;277;186;67.1
2501708;Barra de São Miguel;PB;141;68;48.2
2502508;Boqueirão;PB;264;75;28.4
2500536;Alcantil;PB;99;62;62.6
2512788;Riacho de Santo Antônio;PB;51;25;49
2501575;Barra de Santana;PB;132;39;29.5
2504355;Caturité;PB;105;31;29.5
2503100;Cabaceiras;PB;102;72;70.6
2513943;São Domingos do Cariri;PB;48;22;45.8
2506509;Gurjão;PB;57;25;43.9
2513851;Santo André;PB;45;22;48.9
2514008;São João do Cariri;PB;105;70;66.7
2504074;Caraúbas;PB;92;40;43.5
2500908;Arara;PB;222;117;52.7
2501609;Barra de Santa Rosa;PB;190;74;38.9
2505352;Damião;PB;96;31;32.3
2505105;Cuité;PB;332;148;44.6
2516151;Sossêgo;PB;62;35;56.5
2510105;Nova Floresta;PB;122;55;45.1
2510501;Olivedos;PB;68;36;52.9
2512002;Pocinhos;PB;299;162;54.2
2500577;Algodão de Jandaíra;PB;45;17;37.8
2512705;Remígio;PB;286;110;38.5
2516102;Soledade;PB;203;93;45.8
2512747;Riachão;PB;59;22;37.3
2503506;Cacimba de Dentro;PB;207;58;28
2505709;Dona Inês;PB;131;23;17.6
2516003;Solânea;PB;380;48;12.6
2504157;Casserengue;PB;93;17;18.3
2516409;Tacima;PB;148;58;39.2
2501203;Areial;PB;142;55;38.7
2506004;Esperança;PB;529;227;42.9
2509503;Montadas;PB;93;52;55.9
2515104;São Sebastião de Lagoa de Roça;PB;148;76;51.4
2500304;Alagoa Grande;PB;352;113;32.1
2500403;Alagoa Nova;PB;357;187;52.4
2509339;Matinhas;PB;110;61;55.5
2501104;Areia;PB;447;180;40.3
2501500;Bananeiras;PB;449;156;34.7
2502706;Borborema;PB;94;31;33
2511608;Pilões;PB;122;55;45.1
2515906;Serraria;PB;74;40;54.1
2500502;Alagoinha;PB;225;129;57.3
2500809;Araçagi;PB;286;50;17.5
2501906;Belém;PB;256;32;12.5
2503605;Caiçara;PB;123;39;31.7
2508554;Logradouro;PB;75;37;49.3
2505204;Cuitegi;PB;105;24;22.9
2505808;Duas Estradas;PB;82;28;34.1
2515930;Sertãozinho;PB;106;45;42.5
2506301;Guarabira;PB;1010;271;26.8
2508208;Lagoa de Dentro;PB;155;32;20.6
2509800;Mulungu;PB;180;153;85
2511707;Pilõezinhos;PB;78;25;32.1
2511806;Pirpirituba;PB;143;52;36.4
2515609;Serra da Raiz;PB;73;38;52.1
2504009;Campina Grande;PB;6293;1853;29.4
2502151;Boa Vista;PB;96;46;47.9
2506103;Fagundes;PB;211;56;26.5
2508307;Lagoa Seca;PB;382;153;40.1
2509206;Massaranduba;PB;208;48;23.1
2512408;Puxinanã;PB;258;148;57.4
2512507;Queimadas;PB;687;346;50.4
2515807;Serra Redonda;PB;143;73;51
2503803;Caldas Brandão;PB;131;44;33.6
2506400;Gurinhém;PB;282;110;39
2506806;Ingá;PB;318;175;55
2512754;Riachão do Bacamarte;PB;123;96;78
2506905;Itabaiana;PB;450;145;32.2
2507200;Itatuba;PB;157;89;56.7
2507606;Juarez Távora;PB;148;57;38.5
2509404;Mogeiro;PB;192;114;59.4
2513109;Salgado de São Félix;PB;227;113;49.8
2501302;Aroeiras;PB;338;127;37.6
2506251;Gado Bravo;PB;144;54;37.5
2509909;Natuba;PB;216;149;69
2517001;Umbuzeiro;PB;199;132;66.3
2513158;Santa Cecília;PB;99;38;38.4
2501401;Baía da Traição;PB;246;218;88.6
2507101;Itapororoca;PB;352;126;35.8
2507309;Jacaraú;PB;247;82;33.2
2512721;Pedro Régis;PB;79;32;40.5
2508901;Mamanguape;PB;668;122;18.3
2505279;Curral de Cima;PB;94;31;33
2504033;Capim;PB;122;23;18.9
2505238;Cuité de Mamanguape;PB;120;83;69.2
2509305;Mataraca;PB;164;81;49.4
2512903;Rio Tinto;PB;378;190;50.3
2509057;Marcação;PB;267;195;73
2504900;Cruz do Espírito Santo;PB;293;186;63.5
2507903;Juripiranga;PB;180;45;25
2509107;Mari;PB;373;182;48.8
2511509;Pilar;PB;213;85;39.9
2514453;São José dos Ramos;PB;137;89;65
2515005;São Miguel de Taipu;PB;128;77;60.2
2515302;Sapé;PB;653;252;38.6
2512762;Riachão do Poço;PB;86;40;46.5
2515971;Sobrado;PB;153;63;41.2
2501807;Bayeux;PB;1243;532;42.8
2503209;Cabedelo;PB;818;65;7.9
2504603;Conde;PB;545;100;18.3
2507507;João Pessoa;PB;9936;3436;34.6
2508604;Lucena;PB;257;99;38.5
2513703;Santa Rita;PB;1709;425;24.9
2500601;Alhandra;PB;447;227;50.8
2503001;Caaporã;PB;299;129;43.1
2511202;Pedras de Fogo;PB;393;281;71.5
2511905;Pitimbu;PB;259;130;50.2
2601102;Araripina;PE;1013;389;38.4
2602001;Bodocó;PE;438;161;36.8
2605301;Exu;PE;432;138;31.9
2606309;Granito;PE;107;31;29
2607307;Ipubi;PE;437;263;60.2
2609907;Ouricuri;PE;757;268;35.4
2612554;Santa Filomena;PE;145;83;57.2
2612455;Santa Cruz;PE;236;143;60.6
2614303;Moreilândia;PE;149;71;47.7
2615607;Trindade;PE;400;239;59.8
2604304;Cedro;PE;168;78;46.4
2609303;Mirandiba;PE;172;91;52.9
2603926;Carnaubeira da Penha;PE;481;455;94.6
2610400;Parnamirim;PE;220;61;27.7
2612208;Salgueiro;PE;849;248;29.2
2613503;São José do Belmonte;PE;397;170;42.8
2614006;Serrita;PE;224;105;46.9
2616100;Verdejante;PE;112;44;39.3
2600104;Afogados da Ingazeira;PE;470;207;44
2602506;Brejinho;PE;87;49;56.3
2603405;Calumbi;PE;72;31;43.1
2603900;Carnaíba;PE;291;130;44.7
2605608;Flores;PE;226;118;52.2
2606903;Iguaracy;PE;146;100;68.5
2607109;Ingazeira;PE;67;48;71.6
2607703;Itapetim;PE;157;34;21.7
2611533;Quixaba;PE;136;52;38.2
2612471;Santa Cruz da Baixa Verde;PE;156;78;50
2615706;Triunfo;PE;212;80;37.7
2612802;Santa Terezinha;PE;147;71;48.3
2613602;São José do Egito;PE;409;198;48.4
2613909;Serra Talhada;PE;1127;465;41.3
2614402;Solidão;PE;97;73;75.3
2614600;Tabira;PE;338;148;43.8
2615904;Tuparetama;PE;119;70;58.8
2601201;Arcoverde;PE;937;318;33.9
2601805;Betânia;PE;163;81;49.7
2605103;Custódia;PE;716;501;70
2606606;Ibimirim;PE;343;177;51.6
2607000;Inajá;PE;367;258;70.3
2609154;Manari;PE;258;129;50
2614105;Sertânia;PE;388;93;24
2600203;Afrânio;PE;223;90;40.4
2603009;Cabrobó;PE;600;436;72.7
2605152;Dormentes;PE;187;64;34.2
2609808;Orocó;PE;248;152;61.3
2611101;Petrolina;PE;5131;2385;46.5
2612604;Santa Maria da Boa Vista;PE;683;352;51.5
2608750;Lagoa Grande;PE;353;252;71.4
2615201;Terra Nova;PE;112;34;30.4
2601607;Belém do São Francisco;PE;268;89;33.2
2605707;Floresta;PE;699;316;45.2
2607406;Itacuruba;PE;171;121;70.8
2611002;Petrolândia;PE;542;315;58.1
2608057;Jatobá;PE;352;212;60.2
2614808;Tacaratu;PE;482;375;77.8
2600500;Águas Belas;PE;479;245;51.1
2602803;Buíque;PE;609;372;61.1
2607505;Itaíba;PE;354;135;38.1
2610806;Pedra;PE;256;103;40.2
2615805;Tupanatinga;PE;237;94;39.7
2616001;Venturosa;PE;235;75;31.9
2600609;Alagoinha;PE;158;115;72.8
2601706;Belo Jardim;PE;1099;409;37.2
2601904;Bezerros;PE;667;223;33.4
2602605;Brejo da Madre de Deus;PE;521;15;2.9
2603108;Cachoeirinha;PE;218;61;28
2603801;Capoeiras;PE;221;184;83.3
2604106;Caruaru;PE;4216;1230;29.2
2606408;Gravatá;PE;870;272;31.3
2608008;Jataúba;PE;226;115;50.9
2610905;Pesqueira;PE;1027;460;44.8
2611200;Poção;PE;139;57;41
2611705;Riacho das Almas;PE;341;150;44
2612406;Sanharó;PE;278;91;32.7
2613008;São Bento do Una;PE;550;320;58.2
2613107;São Caitano;PE;488;238;48.8
2614709;Tacaimbó;PE;173;64;37
2605806;Frei Miguelinho;PE;180;76;42.2
2612505;Santa Cruz do Capibaribe;PE;1297;414;31.9
2612703;Santa Maria do Cambucá;PE;151;22;14.6
2614501;Surubim;PE;772;101;13.1
2604155;Casinhas;PE;198;97;49
2615003;Taquaritinga do Norte;PE;302;75;24.8
2615409;Toritama;PE;453;98;21.6
2616183;Vertente do Lério;PE;124;73;58.9
2616209;Vertentes;PE;243;100;41.2
2602209;Bom Jardim;PE;405;246;60.7
2604908;Cumaru;PE;219;121;55.3
2610509;Passira;PE;330;174;52.7
2605400;Feira Nova;PE;237;85;35.9
2608107;João Alfredo;PE;415;235;56.6
2608909;Limoeiro;PE;817;263;32.2
2609105;Machados;PE;163;67;41.1
2609709;Orobó;PE;354;43;12.1
2612109;Salgadinho;PE;78;48;61.5
2613800;São Vicente Férrer;PE;223;106;47.5
2601003;Angelim;PE;118;85;72
2602100;Bom Conselho;PE;526;156;29.7
2602407;Brejão;PE;125;53;42.4
2603207;Caetés;PE;352;245;69.6
2603306;Calçado;PE;132;87;65.9
2603702;Canhotinho;PE;308;197;64
2604700;Correntes;PE;193;102;52.8
2606002;Garanhuns;PE;1812;338;18.7
2606507;Iati;PE;238;136;57.1
2608255;Jucati;PE;186;129;69.4
2608305;Jupi;PE;239;143;59.8
2608404;Jurema;PE;191;98;51.3
2608602;Lagoa do Ouro;PE;150;71;47.3
2608800;Lajedo;PE;672;323;48.1
2610103;Palmeirina;PE;95;47;49.5
2610301;Paranatama;PE;172;68;39.5
2612307;Saloá;PE;207;125;60.4
2613206;São João;PE;244;146;59.8
2615102;Terezinha;PE;82;67;81.7
2600302;Agrestina;PE;317;131;41.3
2600807;Altinho;PE;270;135;50
2601300;Barra de Guabiraba;PE;94;37;39.4
2602308;Bonito;PE;481;196;40.7
2603504;Camocim de São Félix;PE;227;36;15.9
2605004;Cupira;PE;323;131;40.6
2606705;Ibirajuba;PE;93;32;34.4
2608701;Lagoa dos Gatos;PE;177;70;39.5
2610202;Panelas;PE;354;222;62.7
2612000;Sairé;PE;135;38;28.1
2613305;São Joaquim do Monte;PE;193;64;33.2
2600708;Aliança;PE;604;358;59.3
2602704;Buenos Aires;PE;159;86;54.1
2603603;Camutanga;PE;94;41;43.6
2604007;Carpina;PE;1145;288;25.2
2604601;Condado;PE;254;96;37.8
2605509;Ferreiros;PE;114;21;18.4
2606200;Goiana;PE;1217;317;26
2607653;Itambé;PE;332;152;45.8
2607802;Itaquitinga;PE;184;84;45.7
2608453;Lagoa do Carro;PE;210;130;61.9
2608503;Lagoa de Itaenga;PE;275;76;27.6
2609006;Macaparana;PE;341;134;39.3
2609501;Nazaré da Mata;PE;375;122;32.5
2610608;Paudalho;PE;821;445;54.2
2615300;Timbaúba;PE;640;186;29.1
2615508;Tracunhaém;PE;163;99;60.7
2616308;Vicência;PE;329;184;55.9
2604403;Chã de Alegria;PE;179;117;65.4
2604502;Chã Grande;PE;315;93;29.5
2606101;Glória do Goitá;PE;351;200;57
2611309;Pombos;PE;292;51;17.5
2616407;Vitória de Santo Antão;PE;1723;357;20.7
2600401;Água Preta;PE;347;207;59.7
2616506;Xexéu;PE;207;141;68.1
2600906;Amaraji;PE;250;130;52
2601409;Barreiros;PE;554;234;42.2
2601508;Belém de Maria;PE;164;115;70.1
2604205;Catende;PE;430;174;40.5
2604809;Cortês;PE;146;56;38.4
2605202;Escada;PE;739;241;32.6
2605905;Gameleira;PE;283;157;55.5
2608206;Joaquim Nabuco;PE;169;64;37.9
2609204;Maraial;PE;144;121;84
2607950;Jaqueira;PE;140;63;45
2610004;Palmares;PE;754;382;50.7
2611408;Primavera;PE;159;81;50.9
2611507;Quipapá;PE;209;78;37.3
2611804;Ribeirão;PE;473;171;36.2
2614857;Tamandaré;PE;309;142;46
2611903;Rio Formoso;PE;305;188;61.6
2612901;São Benedito do Sul;PE;149;81;54.4
2613404;São José da Coroa Grande;PE;284;109;38.4
2614204;Sirinhaém;PE;446;253;56.7
2606804;Igarassu;PE;1195;536;44.9
2601052;Araçoiaba;PE;247;142;57.5
2607604;Ilha de Itamaracá;PE;226;53;23.5
2607752;Itapissuma;PE;273;123;45.1
2600054;Abreu e Lima;PE;946;48;5.1
2603454;Camaragibe;PE;1600;330;20.6
2611606;Recife;PE;16788;1759;10.5
2607901;Jaboatão dos Guararapes;PE;6403;804;12.6
2609402;Moreno;PE;539;228;42.3
2609600;Olinda;PE;3819;733;19.2
2610707;Paulista;PE;2964;372;12.6
2613701;São Lourenço da Mata;PE;1374;584;42.5
2602902;Cabo de Santo Agostinho;PE;2462;673;27.3
2607208;Ipojuca;PE;1412;535;37.9
2605459;Fernando de Noronha;PE;27;5;18.5
2700102;Água Branca;AL;291;124;42.6
2701605;Canapi;AL;427;385;90.2
2703304;Inhapi;AL;339;235;69.3
2705002;Mata Grande;AL;337;212;62.9
2706422;Pariconha;AL;181;63;34.8
2702405;Delmiro Gouveia;AL;774;181;23.4
2705804;Olho d'Água do Casado;AL;131;64;48.9
2707107;Piranhas;AL;450;192;42.7
2701803;Carneiros;AL;139;88;63.3
2702504;Dois Riachos;AL;243;212;87.2
2704609;Maravilha;AL;186;118;63.4
2706109;Ouro Branco;AL;216;116;53.7
2706208;Palestina;AL;82;59;72
2706406;Pão de Açúcar;AL;369;270;73.2
2707206;Poço das Trincheiras;AL;210;46;21.9
2708006;Santana do Ipanema;AL;765;425;55.6
2708402;São José da Tapera;AL;528;282;53.4
2708956;Senador Rui Palmeira;AL;231;145;62.8
2700706;Batalha;AL;329;206;62.6
2700904;Belo Monte;AL;132;77;58.3
2703403;Jacaré dos Homens;AL;131;109;83.2
2703700;Jaramataia;AL;102;82;80.4
2704401;Major Isidoro;AL;420;333;79.3
2705408;Monteirópolis;AL;175;134;76.6
2705705;Olho d'Água das Flores;AL;303;35;11.6
2706000;Olivença;AL;187;97;51.9
2700805;Belém;AL;98;52;53.1
2701209;Cacimbinhas;AL;204;131;64.2
2702553;Estrela de Alagoas;AL;263;181;68.8
2703106;Igaci;AL;353;174;49.3
2704807;Maribondo;AL;201;110;54.7
2704906;Mar Vermelho;AL;55;30;54.5
2705309;Minador do Negrão;AL;97;59;60.8
2706307;Palmeira dos Índios;AL;1213;442;36.4
2706604;Paulo Jacinto;AL;101;86;85.1
2707602;Quebrangulo;AL;168;90;53.6
2709004;Tanque d'Arca;AL;106;68;64.2
2700300;Arapiraca;AL;3105;1296;41.7
2701506;Campo Grande;AL;222;123;55.4
2702009;Coité do Nóia;AL;162;141;87
2702355;Craíbas;AL;489;365;74.6
2702603;Feira Grande;AL;349;215;61.6
2702900;Girau do Ponciano;AL;998;784;78.6
2704104;Lagoa da Canoa;AL;371;280;75.5
2704203;Limoeiro de Anadia;AL;645;427;66.2
2708808;São Sebastião;AL;495;366;73.9
2709103;Taquarana;AL;387;277;71.6
2705903;Olho d'Água Grande;AL;138;95;68.8
2708204;São Brás;AL;115;51;44.3
2709202;Traipu;AL;519;317;61.1
2701902;Chã Preta;AL;95;65;68.4
2703007;Ibateguara;AL;202;81;40.1
2707008;Pindoba;AL;46;30;65.2
2708105;Santana do Mundaú;AL;207;115;55.6
2708303;São José da Laje;AL;287;242;84.3
2709301;União dos Palmares;AL;839;521;62.1
2709400;Viçosa;AL;367;200;54.5
2700409;Atalaia;AL;553;279;50.5
2701100;Branquinha;AL;185;146;78.9
2701308;Cajueiro;AL;200;134;67
2701704;Capela;AL;264;159;60.2
2702108;Colônia Leopoldina;AL;248;116;46.8
2702801;Flexeiras;AL;119;78;65.5
2703502;Jacuípe;AL;112;86;76.8
2703809;Joaquim Gomes;AL;315;165;52.4
2701357;Campestre;AL;110;59;53.6
2703908;Jundiá;AL;99;83;83.8
2705101;Matriz de Camaragibe;AL;342;262;76.6
2705200;Messias;AL;226;139;61.5
2705507;Murici;AL;446;284;63.7
2705606;Novo Lino;AL;250;195;78
2707305;Porto Calvo;AL;405;289;71.4
2708501;São Luís do Quitunde;AL;362;213;58.8
2706505;Passo de Camaragibe;AL;235;167;71.1
2700508;Barra de Santo Antônio;AL;212;119;56.1
2703601;Japaratinga;AL;160;127;79.4
2704500;Maragogi;AL;452;240;53.1
2707404;Porto de Pedras;AL;155;97;62.6
2708709;São Miguel dos Milagres;AL;172;80;46.5
2700607;Barra de São Miguel;AL;146;71;48.6
2702207;Coqueiro Seco;AL;82;58;70.7
2704302;Maceió;AL;10603;2373;22.4
2704708;Marechal Deodoro;AL;669;435;65
2707701;Rio Largo;AL;1328;425;32
2706448;Paripueira;AL;159;112;70.4
2706901;Pilar;AL;666;416;62.5
2707909;Santa Luzia do Norte;AL;122;92;75.4
2708907;Satuba;AL;314;177;56.4
2700201;Anadia;AL;261;148;56.7
2701001;Boca da Mata;AL;409;254;62.1
2701407;Campo Alegre;AL;712;558;78.4
2702306;Coruripe;AL;846;526;62.2
2706703;Penedo;AL;1093;593;54.3
2703759;Jequiá da Praia;AL;158;110;69.6
2704005;Junqueiro;AL;364;223;61.3
2707800;Roteiro;AL;97;34;35.1
2708600;São Miguel dos Campos;AL;743;320;43.1
2709152;Teotônio Vilela;AL;782;441;56.4
2702702;Feliz Deserto;AL;84;47;56
2703205;Igreja Nova;AL;342;187;54.7
2706802;Piaçabuçu;AL;238;133;55.9
2707503;Porto Real do Colégio;AL;286;100;35
2801207;Canindé de São Francisco;SE;550;241;43.8
2802205;Feira Nova;SE;70;36;51.4
2802403;Gararu;SE;208;118;56.7
2802601;Graccho Cardoso;SE;93;19;20.4
2803104;Itabi;SE;104;38;36.5
2804201;Monte Alegre de Sergipe;SE;190;68;35.8
2804508;Nossa Senhora da Glória;SE;576;158;27.4
2805406;Poço Redondo;SE;437;208;47.6
2805604;Porto da Folha;SE;493;299;60.6
2801405;Carira;SE;328;44;13.4
2802304;Frei Paulo;SE;181;48;26.5
2804458;Nossa Senhora Aparecida;SE;106;41;38.7
2805000;Pedra Mole;SE;49;21;42.9
2805208;Pinhão;SE;94;37;39.4
2806008;Ribeirópolis;SE;264;92;34.8
2800209;Aquidabã;SE;406;180;44.3
2801900;Cumbe;SE;47;20;42.6
2803807;Malhada dos Bois;SE;92;47;51.1
2804300;Muribeca;SE;158;54;34.2
2804607;Nossa Senhora das Dores;SE;365;150;41.1
2807006;São Miguel do Aleixo;SE;48;14;29.2
2800506;Areia Branca;SE;264;108;40.9
2801009;Campo do Brito;SE;249;83;33.3
2802908;Itabaiana;SE;1286;361;28.1
2803708;Macambira;SE;93;36;38.7
2803906;Malhador;SE;203;89;43.8
2804102;Moita Bonita;SE;219;115;52.5
2806800;São Domingos;SE;117;19;16.2
2805505;Poço Verde;SE;292;86;29.5
2807105;Simão Dias;SE;698;324;46.4
2807402;Tobias Barreto;SE;678;102;15
2803500;Lagarto;SE;1480;431;29.1
2805802;Riachão do Dantas;SE;291;87;29.9
2800100;Amparo do São Francisco;SE;47;35;74.5
2800704;Brejo Grande;SE;204;180;88.2
2801108;Canhoba;SE;81;42;51.9
2801603;Cedro de São João;SE;93;46;49.5
2802700;Ilha das Flores;SE;154;113;73.4
2804409;Neópolis;SE;367;158;43.1
2804706;Nossa Senhora de Lourdes;SE;135;37;27.4
2805703;Propriá;SE;385;78;20.3
2806404;Santana do São Francisco;SE;118;48;40.7
2807303;Telha;SE;55;32;58.2
2801306;Capela;SE;485;206;42.5
2802007;Divina Pastora;SE;79;28;35.4
2806503;Santa Rosa de Lima;SE;90;36;40
2807204;Siriri;SE;108;59;54.6
2803302;Japaratuba;SE;287;135;47
2803401;Japoatã;SE;249;121;48.6
2804904;Pacatuba;SE;217;149;68.7
2805307;Pirambu;SE;165;65;39.4
2806909;São Francisco;SE;49;12;24.5
2801504;Carmópolis;SE;257;82;31.9
2802502;General Maynard;SE;43;26;60.5
2803609;Laranjeiras;SE;474;69;14.6
2804003;Maruim;SE;220;101;45.9
2805901;Riachuelo;SE;130;56;43.1
2806107;Rosário do Catete;SE;150;69;46
2806602;Santo Amaro das Brotas;SE;174;73;42
2800308;Aracaju;SE;7878;1792;22.7
2800605;Barra dos Coqueiros;SE;483;114;23.6
2804805;Nossa Senhora do Socorro;SE;2225;943;42.4
2806701;São Cristóvão;SE;1042;332;31.9
2800407;Arauá;SE;187;104;55.6
2800670;Boquim;SE;406;177;43.6
2801702;Cristinápolis;SE;300;114;38
2803005;Itabaianinha;SE;629;319;50.7
2805109;Pedrinhas;SE;149;73;49
2806206;Salgado;SE;344;97;28.2
2807501;Tomar do Geru;SE;186;86;46.2
2807600;Umbaúba;SE;465;212;45.6
2802106;Estância;SE;916;174;19
2802809;Indiaroba;SE;366;167;45.6
2803203;Itaporanga d'Ajuda;SE;451;195;43.2
2806305;Santa Luzia do Itanhy;SE;264;137;51.9
2902500;Baianópolis;BA;189;51;27
2903201;Barreiras;BA;2123;747;35.2
2919553;Luís Eduardo Magalhães;BA;1340;561;41.9
2907400;Catolândia;BA;52;9;17.3
2911105;Formosa do Rio Preto;BA;444;29;6.5
2926202;Riachão das Neves;BA;341;47;13.8
2928901;São Desidério;BA;383;173;45.2
2901403;Angical;BA;176;17;9.7
2904407;Brejolândia;BA;168;17;10.1
2909406;Cotegipe;BA;196;83;42.3
2909703;Cristópolis;BA;160;14;8.8
2920452;Mansidão;BA;190;9;4.7
2928406;Santa Rita de Cássia;BA;447;91;20.4
2930907;Tabocas do Brejo Velho;BA;380;52;13.7
2933455;Wanderley;BA;180;81;45
2906105;Canápolis;BA;207;0;0
2908101;Cocos;BA;358;85;23.7
2909109;Coribe;BA;188;4;2.1
2909307;Correntina;BA;475;157;33.1
2917359;Jaborandi;BA;170;73;42.9
2928109;Santa Maria da Vitória;BA;543;120;22.1
2928208;Santana;BA;333;78;23.4
2929057;São Félix do Coribe;BA;321;144;44.9
2930303;Serra Dourada;BA;268;16;6
2905909;Campo Alegre de Lourdes;BA;483;161;33.3
2907202;Casa Nova;BA;869;221;25.4
2909901;Curaçá;BA;551;259;47
2900207;Abaré;BA;321;153;47.7
2918407;Juazeiro;BA;3091;1121;36.3
2930774;Sobradinho;BA;335;158;47.2
2924405;Pilão Arcado;BA;516;143;27.7
2926004;Remanso;BA;609;234;38.4
2930204;Sento Sé;BA;536;114;21.3
2907707;Chorrochó;BA;244;120;49.2
2911402;Glória;BA;208;90;43.3
2919900;Macururé;BA;218;137;62.8
2924009;Paulo Afonso;BA;1389;497;35.8
2927101;Rodelas;BA;172;104;60.5
2902708;Barra;BA;748;121;16.2
2904753;Buritirama;BA;345;142;41.2
2913200;Ibotirama;BA;424;51;12
2915353;Itaguaçu da Bahia;BA;271;175;64.6
2921609;Morpará;BA;122;53;43.4
2922250;Muquém do São Francisco;BA;208;67;32.2
2933604;Xique-Xique;BA;913;309;33.8
2903904;Bom Jesus da Lapa;BA;1035;295;28.5
2907103;Carinhanha;BA;404;51;12.6
2910776;Feira da Mata;BA;125;29;23.2
2923704;Paratinga;BA;575;181;31.5
