CO_MUNICIPIO;NO_MUNICIPIO;SG_UF;doc_bas;doc_vinculo_contrat;pct_contratados
4103040;Boa Ventura de São Roque;PR;149;87;58.4
4119608;Pitanga;PR;919;417;45.4
4123857;Santa Maria do Oeste;PR;234;102;43.6
4104428;Candói;PR;346;116;33.5
4108452;Foz do Jordão;PR;113;26;23
4108650;Goioxim;PR;100;27;27
4115457;Marquinho;PR;89;47;52.8
4104451;Cantagalo;PR;280;128;45.7
4109401;Guarapuava;PR;3400;474;13.9
4103958;Campina do Simão;PR;72;28;38.9
4110201;Inácio Martins;PR;240;110;45.8
4113304;Laranjeiras do Sul;PR;841;185;22
4120150;Porto Barreiro;PR;76;41;53.9
4117057;Nova Laranjeiras;PR;347;179;51.6
4119301;Pinhão;PR;625;178;28.5
4121752;Reserva do Iguaçu;PR;145;73;50.3
4120903;Quedas do Iguaçu;PR;761;261;34.3
4107546;Espigão Alto do Iguaçu;PR;130;51;39.2
4122156;Rio Bonito do Iguaçu;PR;330;146;44.2
4127965;Turvo;PR;290;103;35.5
4128658;Virmond;PR;65;29;44.6
4105706;Clevelândia;PR;403;217;53.8
4109658;Honório Serpa;PR;82;25;30.5
4114401;Mangueirinha;PR;356;175;49.2
4117602;Palmas;PR;873;268;30.7
4106456;Coronel Domingos Soares;PR;165;92;55.8
4108957;Guamiranga;PR;146;46;31.5
4110102;Imbituva;PR;518;111;21.4
4110706;Irati;PR;1161;398;34.3
4110508;Ipiranga;PR;256;74;28.9
4111407;Ivaí;PR;230;84;36.5
4120606;Prudentópolis;PR;1038;236;22.7
4127007;Teixeira Soares;PR;179;105;58.7
4107736;Fernandes Pinheiro;PR;145;84;57.9
4113908;Mallet;PR;222;48;21.6
4121505;Rebouças;PR;265;68;25.7
4122008;Rio Azul;PR;248;99;39.9
4102901;Bituruna;PR;317;88;27.8
4106803;Cruz Machado;PR;275;122;44.4
4108502;General Carneiro;PR;277;150;54.2
4118600;Paula Freitas;PR;135;45;33.3
4118709;Paulo Frontin;PR;116;37;31.9
4120309;Porto Vitória;PR;74;18;24.3
4128203;União da Vitória;PR;1268;155;12.2
4101309;Antônio Olinto;PR;134;43;32.1
4125100;São João do Triunfo;PR;208;81;38.9
4125605;São Mateus do Sul;PR;915;299;32.7
4100202;Adrianópolis;PR;131;46;35.1
4105201;Cerro Azul;PR;187;95;50.8
4128633;Doutor Ulysses;PR;78;42;53.8
4113205;Lapa;PR;751;203;27
4120101;Porto Amazonas;PR;82;19;23.2
4104253;Campo Magro;PR;386;103;26.7
4100400;Almirante Tamandaré;PR;1385;550;39.7
4101804;Araucária;PR;3085;659;21.4
4102307;Balsa Nova;PR;276;160;58
4103107;Bocaiúva do Sul;PR;182;49;26.9
4104006;Campina Grande do Sul;PR;720;237;32.9
4104204;Campo Largo;PR;2096;422;20.1
4105805;Colombo;PR;3384;846;25
4106209;Contenda;PR;303;97;32
4106902;Curitiba;PR;27469;4077;14.8
4107652;Fazenda Rio Grande;PR;2159;644;29.8
4111258;Itaperuçu;PR;492;128;26
4114302;Mandirituba;PR;425;228;53.6
4119152;Pinhais;PR;2256;430;19.1
4119509;Piraquara;PR;1564;485;31
4120804;Quatro Barras;PR;394;146;37.1
4122206;Rio Branco do Sul;PR;624;252;40.4
4125506;São José dos Pinhais;PR;4655;1082;23.2
4127882;Tunas do Paraná;PR;107;45;42.1
4101200;Antonina;PR;338;154;45.6
4109500;Guaraqueçaba;PR;214;168;78.5
4109609;Guaratuba;PR;734;119;16.2
4115705;Matinhos;PR;670;114;17
4116208;Morretes;PR;301;114;37.9
4118204;Paranaguá;PR;2875;609;21.2
4119954;Pontal do Paraná;PR;557;104;18.7
4100301;Agudos do Sul;PR;151;66;43.7
4104105;Campo do Tenente;PR;147;29;19.7
4119103;Piên;PR;241;81;33.6
4121208;Quitandinha;PR;336;111;33
4122305;Rio Negro;PR;656;220;33.5
4127601;Tijucas do Sul;PR;236;59;25
4205407;Florianópolis;SC;8542;3418;40
4210506;Maravilha;SC;555;349;62.9
4202305;Biguaçu;SC;1198;619;51.7
4206009;Governador Celso Ramos;SC;287;208;72.5
4201208;Antônio Carlos;SC;177;80;45.2
4216602;São José;SC;4063;1711;42.1
4217253;São Pedro de Alcântara;SC;129;88;68.2
4211900;Palhoça;SC;3946;2026;51.3
4200903;Angelina;SC;108;78;72.2
4215901;São Bonifácio;SC;58;24;41.4
4200606;Águas Mornas;SC;104;62;59.6
4201109;Anitápolis;SC;73;45;61.6
4214300;Rancho Queimado;SC;78;39;50
4218707;Tubarão;SC;2274;1151;50.6
4212304;Paulo Lopes;SC;189;133;70.4
4215703;Santo Amaro da Imperatriz;SC;568;250;44
4208104;Itaiópolis;SC;494;258;52.2
4203956;Capivari de Baixo;SC;552;272;49.3
4214805;Rio do Sul;SC;1363;386;28.3
4203808;Canoinhas;SC;1158;638;55.1
4211702;Orleans;SC;416;204;49
4204400;Coronel Freitas;SC;185;114;61.6
4202800;Braço do Norte;SC;654;356;54.4
4207304;Imbituba;SC;1117;599;53.6
4217006;São Ludgero;SC;234;95;40.6
4201505;Armazém;SC;253;181;71.5
4201307;Araquari;SC;969;382;39.4
4209300;Lages;SC;3349;1915;57.2
4206108;Grão-Pará;SC;142;79;55.6
4218400;Treze de Maio;SC;132;54;40.9
4212403;Pedras Grandes;SC;92;64;69.6
4215604;Santa Rosa de Lima;SC;70;35;50
4214904;Rio Fortuna;SC;118;80;67.8
4208807;Jaguaruna;SC;392;289;73.7
4215455;Sangão;SC;292;194;66.4
4219507;Xanxerê;SC;964;321;33.3
4206207;Gravatal;SC;258;169;65.5
4205704;Garopaba;SC;615;301;48.9
4204608;Criciúma;SC;4668;1226;26.3
4208906;Jaraguá do Sul;SC;2933;1324;45.1
4205456;Forquilhinha;SC;567;219;38.6
4210100;Mafra;SC;1157;625;54
4217204;São Miguel do Oeste;SC;918;334;36.4
4200051;Abdon Batista;SC;104;62;59.6
4207007;Içara;SC;1010;663;65.6
4206900;Ibirama;SC;388;194;50
4217600;Siderópolis;SC;262;116;44.3
4218350;Treviso;SC;79;31;39.2
4216206;São Francisco do Sul;SC;1267;421;33.2
4207502;Indaial;SC;1265;532;42.1
4220000;Balneário Rincão;SC;253;175;69.2
4211603;Nova Veneza;SC;239;141;59
4204301;Concórdia;SC;1657;735;44.4
4204251;Cocal do Sul;SC;364;190;52.2
4219002;Urussanga;SC;430;282;65.6
4209607;Lauro Müller;SC;282;190;67.4
4211207;Morro da Fumaça;SC;362;200;55.2
4202404;Blumenau;SC;7307;3078;42.1
4203600;Campos Novos;SC;682;402;58.9
4213203;Pomerode;SC;576;141;24.5
4205902;Gaspar;SC;1046;264;25.2
4201257;Apiúna;SC;151;76;50.3
4215109;Rodeio;SC;245;156;63.7
4201703;Ascurra;SC;172;91;52.9
4218202;Timbó;SC;908;449;49.4
4214706;Rio dos Cedros;SC;128;85;66.4
4202206;Benedito Novo;SC;179;72;40.2
4205159;Doutor Pedrinho;SC;49;30;61.2
4209102;Joinville;SC;7827;2580;33
4217402;Schroeder;SC;314;147;46.8
4205803;Garuva;SC;285;73;25.6
4208450;Itapoá;SC;418;246;58.9
4202057;Balneário Barra do Sul;SC;175;69;39.4
4201406;Araranguá;SC;1476;736;49.9
4202107;Barra Velha;SC;654;322;49.2
4216354;São João do Itaperiú;SC;84;62;73.8
4206652;Guatambú;SC;148;77;52
4217709;Sombrio;SC;719;457;63.6
4201901;Aurora;SC;158;104;65.8
4200309;Agronômica;SC;123;52;42.3
4200200;Agrolândia;SC;165;51;30.9
4218608;Trombudo Central;SC;132;83;62.9
4202859;Braço do Trombudo;SC;88;35;39.8
4201604;Arroio Trinta;SC;55;25;45.5
4209151;José Boiteux;SC;177;127;71.8
4219358;Vitor Meireles;SC;98;65;66.3
4217808;Taió;SC;431;190;44.1
4210852;Mirim Doce;SC;68;29;42.6
4207577;Iomerê;SC;70;26;37.1
4214003;Presidente Getúlio;SC;344;178;51.7
4219408;Witmarsum;SC;90;61;67.8
4209508;Laurentino;SC;156;81;51.9
4214607;Rio do Oeste;SC;126;57;45.2
4209904;Lontras;SC;223;85;38.1
4214102;Presidente Nereu;SC;46;25;54.3
4215307;Salete;SC;164;118;72
4214508;Rio do Campo;SC;127;87;68.5
4207809;Irani;SC;200;83;41.5
4213708;Pouso Redondo;SC;325;204;62.8
4205100;Dona Emma;SC;113;75;66.4
4203253;Capão Alto;SC;63;27;42.9
4202438;Bocaina do Sul;SC;103;59;57.3
4211892;Painel;SC;72;34;47.2
4202008;Balneário Camboriú;SC;2410;631;26.2
4211751;Otacílio Costa;SC;411;230;56
4212056;Palmeira;SC;72;31;43.1
4216800;São José do Cerrito;SC;197;145;73.6
4201000;Anita Garibaldi;SC;160;86;53.8
4215802;São Bento do Sul;SC;1357;382;28.2
4204152;Celso Ramos;SC;70;27;38.6
4218954;Urupema;SC;79;39;49.4
4216503;São Joaquim;SC;669;333;49.8
4216305;São João Batista;SC;496;238;48
4202503;Bom Jardim da Serra;SC;106;75;70.8
4205555;Frei Rogério;SC;62;22;35.5
4204806;Curitibanos;SC;761;389;51.1
4213351;Ponte Alta do Norte;SC;78;35;44.9
4216057;São Cristóvão do Sul;SC;159;105;66
4203709;Canelinha;SC;298;95;31.9
4202602;Bom Retiro;SC;194;86;44.3
4218905;Urubici;SC;191;115;60.2
4215059;Rio Rufino;SC;71;52;73.2
4203402;Campo Belo do Sul;SC;130;89;68.5
4215505;Santa Cecília;SC;292;193;66.1
4204178;Cerro Negro;SC;88;43;48.9
4213302;Ponte Alta;SC;102;60;58.8
4213807;Praia Grande;SC;185;151;81.6
4204558;Correia Pinto;SC;311;172;55.3
4215679;Santa Terezinha;SC;142;71;50
4212205;Papanduva;SC;342;238;69.6
4211108;Monte Castelo;SC;225;200;88.9
4209003;Joaçaba;SC;646;198;30.7
4210035;Luzerna;SC;163;49;30.1
4219705;Xaxim;SC;692;324;46.8
4200408;Água Doce;SC;145;74;51
4213609;Porto União;SC;796;278;34.9
4204004;Catanduvas;SC;190;123;64.7
4219176;Vargem Bonita;SC;118;66;55.9
4208609;Jaborá;SC;59;35;59.3
4203907;Capinzal;SC;376;140;37.2
4206702;Herval d'Oeste;SC;295;146;49.5
4211058;Monte Carlo;SC;131;48;36.6
4219853;Zortéa;SC;68;36;52.9
4219150;Vargem;SC;41;20;48.8
4202875;Brunópolis;SC;88;70;79.5
4209409;Laguna;SC;1058;698;66
4206751;Ibiam;SC;43;21;48.8
4217907;Tangará;SC;129;78;60.5
4206801;Ibicaré;SC;44;23;52.3
4218509;Treze Tílias;SC;131;54;41.2
4205209;Erval Velho;SC;76;44;57.9
4209201;Lacerdópolis;SC;48;21;43.8
4211801;Ouro;SC;143;76;53.1
4201273;Arabutã;SC;97;67;69.1
4209854;Lindóia do Sul;SC;62;32;51.6
4213906;Presidente Castello Branco;SC;45;31;68.9
4200754;Alto Bela Vista;SC;36;19;52.8
4212601;Peritiba;SC;55;33;60
4207700;Ipumirim;SC;148;87;58.8
4217501;Seara;SC;382;172;45
4201653;Arvoredo;SC;61;40;65.6
4207601;Ipira;SC;117;73;62.4
4213104;Piratuba;SC;159;66;41.5
4208005;Itá;SC;149;76;51
4211876;Paial;SC;36;28;77.8
4219606;Xavantina;SC;74;40;54.1
4204202;Chapecó;SC;4459;2909;65.2
4204350;Cordilheira Alta;SC;110;72;65.5
4211306;Navegantes;SC;1733;709;40.9
4211454;Nova Itaberaba;SC;70;40;57.1
4204103;Caxambu do Sul;SC;90;61;67.8
4213153;Planalto Alegre;SC;58;34;58.6
4200507;Águas de Chapecó;SC;135;75;55.6
4212106;Palmitos;SC;354;197;55.6
4203105;Caibi;SC;121;74;61.2
4217303;Saudades;SC;166;109;65.7
4216008;São Carlos;SC;246;116;47.2
4204756;Cunhataí;SC;61;42;68.9
4211405;Nova Erechim;SC;67;34;50.7
4212908;Pinhalzinho;SC;378;185;48.9
4210902;Modelo;SC;122;92;75.4
4202578;Bom Jesus do Oeste;SC;56;34;60.7
4217758;Sul Brasil;SC;65;44;67.7
4217550;Serra Alta;SC;92;66;71.7
4208955;Jardinópolis;SC;46;23;50
4218855;União do Oeste;SC;55;22;40
4200556;Águas Frias;SC;61;40;65.6
4214201;Quilombo;SC;163;80;49.1
4207858;Irati;SC;53;20;37.7
4205431;Formosa do Sul;SC;45;19;42.2
4215695;Santiago do Sul;SC;38;16;42.1
4216909;São Lourenço do Oeste;SC;539;302;56
4211652;Novo Horizonte;SC;52;23;44.2
4202099;Barra Bonita;SC;37;25;67.6
4212239;Paraíso;SC;76;42;55.3
4202081;Bandeirante;SC;73;42;57.5
4208401;Itapiranga;SC;365;172;47.1
4216255;São João do Oeste;SC;131;75;57.3
4218756;Tunápolis;SC;88;48;54.5
4217154;São Miguel da Boa Vista;SC;50;40;80
4217956;Tigrinhos;SC;64;57;89.1
4205357;Flor do Sertão;SC;50;27;54
4205001;Dionísio Cerqueira;SC;275;188;68.4
4215208;Romelândia;SC;93;75;80.6
4200804;Anchieta;SC;120;67;55.8
4204707;Cunha Porã;SC;239;123;51.5
4207759;Iraceminha;SC;114;79;69.3
4216701;São José do Cedro;SC;261;149;57.1
4214151;Princesa;SC;65;36;55.4
4206603;Guarujá do Sul;SC;100;27;27
4211009;Mondaí;SC;153;78;51
4207650;Iporã do Oeste;SC;159;104;65.4
4208203;Itajaí;SC;4626;1627;35.2
4215075;Riqueza;SC;106;68;64.2
4215687;Santa Terezinha do Progresso;SC;62;50;80.6
4203501;Campo Erê;SC;243;138;56.8
4215356;Saltinho;SC;98;69;70.4
4215752;São Bernardino;SC;52;31;59.6
4203006;Caçador;SC;1541;698;45.3
4212007;Palma Sola;SC;127;71;55.9
4215554;Santa Helena;SC;50;26;52
4202156;Belmonte;SC;60;28;46.7
4204905;Descanso;SC;145;73;50.3
4213401;Ponte Serrada;SC;198;90;45.5
4206405;Guaraciaba;SC;204;140;68.6
4207106;Ilhota;SC;293;149;50.9
4212502;Penha;SC;668;272;40.7
4203204;Camboriú;SC;1356;571;42.1
4213500;Porto Belo;SC;565;134;23.7
4202453;Bombinhas;SC;457;252;55.1
4208302;Itapema;SC;1315;521;39.6
4200101;Abelardo Luz;SC;348;169;48.6
4205191;Ermo;SC;62;31;50
4215653;Santa Rosa do Sul;SC;235;124;52.8
4210001;Luiz Alves;SC;260;170;65.4
4212809;Balneário Piçarras;SC;487;89;18.3
4210050;Macieira;SC;38;26;68.4
4214409;Rio das Antas;SC;93;54;58.1
4203154;Calmon;SC;91;72;79.1
4210704;Matos Costa;SC;62;40;64.5
4219309;Videira;SC;995;430;43.2
4215406;Salto Veloso;SC;61;28;45.9
4213005;Pinheiro Preto;SC;71;31;43.7
4207908;Irineópolis;SC;132;47;35.6
4218251;Timbó Grande;SC;159;135;84.9
4205506;Fraiburgo;SC;682;272;39.9
4209706;Lebon Régis;SC;239;165;69
4216404;São João do Sul;SC;173;113;65.3
4218806;Turvo;SC;246;184;74.8
4218004;Tijucas;SC;899;514;57.2
4201950;Balneário Arroio do Silva;SC;238;125;52.5
4210407;Maracajá;SC;122;70;57.4
4208708;Jacinto Machado;SC;193;146;75.6
4219200;Vidal Ramos;SC;148;80;54.1
4218103;Timbé do Sul;SC;86;44;51.2
4202073;Balneário Gaivota;SC;216;128;59.3
4211256;Morro Grande;SC;56;34;60.7
4210803;Meleiro;SC;105;71;67.6
4212254;Passo de Torres;SC;155;106;68.4
4202909;Brusque;SC;2387;969;40.6
4206306;Guabiruba;SC;375;155;41.3
4202701;Botuverá;SC;108;72;66.7
4210209;Major Gercino;SC;73;49;67.1
4211504;Nova Trento;SC;189;83;43.9
4207684;Ipuaçu;SC;210;160;76.2
4202537;Bom Jesus;SC;75;65;86.7
4205308;Faxinal dos Guedes;SC;202;106;52.5
4205175;Entre Rios;SC;82;49;59.8
4210555;Marema;SC;43;21;48.8
4209458;Lajeado Grande;SC;53;25;47.2
4204459;Coronel Martins;SC;40;16;40
4216107;São Domingos;SC;173;135;78
4209177;Jupiá;SC;43;20;46.5
4205605;Galvão;SC;68;27;39.7
4211850;Ouro Verde;SC;49;28;57.1
4210605;Massaranduba;SC;301;135;44.9
4212270;Passos Maia;SC;102;67;65.7
4219101;Vargeão;SC;83;47;56.6
4202131;Bela Vista do Toldo;SC;98;49;50
4218301;Três Barras;SC;393;193;49.1
4210308;Major Vieira;SC;126;91;72.2
4206504;Guaramirim;SC;786;345;43.9
4204509;Corupá;SC;210;117;55.7
4212650;Pescaria Brava;SC;190;120;63.2
4217105;São Martinho;SC;103;68;66
4207205;Imaruí;SC;242;189;78.1
4208500;Ituporanga;SC;591;298;50.4
4204194;Chapadão do Lageado;SC;57;35;61.4
4201802;Atalanta;SC;66;37;56.1
4212700;Petrolândia;SC;142;107;75.4
4209805;Leoberto Leal;SC;83;48;57.8
4207403;Imbuia;SC;106;67;63.2
4200705;Alfredo Wagner;SC;178;120;67.4
4215000;Rio Negrinho;SC;756;227;30
4203303;Campo Alegre;SC;211;104;49.3
4322400;Uruguaiana;RS;1796;586;32.6
4319901;Sapiranga;RS;1220;180;14.8
4305108;Caxias do Sul;RS;6001;1123;18.7
4321451;Teutônia;RS;510;77;15.1
4301602;Bagé;RS;1620;395;24.4
4313508;Osório;RS;758;264;34.8
4317103;Sant'Ana do Livramento;RS;1195;360;30.1
4314407;Pelotas;RS;5400;879;16.3
4309308;Guaíba;RS;1293;479;37
4303004;Cachoeira do Sul;RS;1332;380;28.5
4319000;São Marcos;RS;355;119;33.5
4302402;Bom Retiro do Sul;RS;187;118;63.1
4312658;Não-Me-Toque;RS;271;95;35.1
4313904;Panambi;RS;673;174;25.9
4310603;Itaqui;RS;568;234;41.2
4314902;Porto Alegre;RS;16619;3971;23.9
4303103;Cachoeirinha;RS;1907;425;22.3
4309209;Gravataí;RS;3640;787;21.6
4322202;Tupanciretã;RS;381;69;18.1
4320008;Sapucaia do Sul;RS;1729;350;20.2
4320909;Tapejara;RS;473;171;36.2
4314100;Passo Fundo;RS;2847;659;23.1
4307906;Farroupilha;RS;1029;270;26.2
4307708;Esteio;RS;1370;178;13
4307500;Espumoso;RS;292;108;37
4301305;Arroio Grande;RS;354;167;47.2
4320800;Soledade;RS;563;277;49.2
4302006;Barros Cassal;RS;148;89;60.1
4323002;Viamão;RS;2783;772;27.7
4300604;Alvorada;RS;2197;514;23.4
4318903;São Luiz Gonzaga;RS;522;167;32
4301909;Barra do Ribeiro;RS;175;76;43.4
4305355;Charqueadas;RS;552;236;42.8
4313060;Nova Hartz;RS;282;154;54.6
4322806;Veranópolis;RS;417;115;27.6
4302105;Bento Gonçalves;RS;1694;429;25.3
4304804;Carlos Barbosa;RS;406;145;35.7
4312906;Nova Bassano;RS;95;28;29.5
4319711;São Valentim do Sul;RS;34;25;73.5
4318705;São Leopoldo;RS;2857;801;28
4317202;Santa Rosa;RS;1115;286;25.7
4317905;Santo Cristo;RS;244;41;16.8
4304606;Canoas;RS;3567;886;24.8
4321501;Torres;RS;710;380;53.5
4310330;Imbé;RS;368;46;12.5
4307609;Estância Velha;RS;721;61;8.5
4310108;Igrejinha;RS;536;248;46.3
4301057;Arroio do Sal;RS;201;44;21.9
4310801;Ivoti;RS;339;32;9.4
4322509;Vacaria;RS;953;290;30.4
4307450;Esperança do Sul;RS;62;17;27.4
4316808;Santa Cruz do Sul;RS;1759;419;23.8
4313409;Novo Hamburgo;RS;3069;491;16
4314027;Paraíso do Sul;RS;95;36;37.9
4306973;Erebango;RS;61;31;50.8
4316105;Ronda Alta;RS;133;72;54.1
4304200;Candelária;RS;405;91;22.5
4316907;Santa Maria;RS;4247;1134;26.7
4312138;Mato Castelhano;RS;78;51;65.4
4308854;Gentil;RS;51;30;58.8
4311429;Lajeado do Bugre;RS;70;46;65.7
4303509;Camaquã;RS;847;330;39
4311775;Maquiné;RS;149;88;59.1
4300208;Ajuricaba;RS;134;35;26.1
4302808;Caçapava do Sul;RS;536;110;20.5
4304713;Caraá;RS;78;28;35.9
4309555;Harmonia;RS;86;30;34.9
4315800;Roca Sales;RS;147;20;13.6
4320701;Sobradinho;RS;249;94;37.8
4314050;Parobé;RS;760;323;42.5
4321204;Taquara;RS;980;448;45.7
4309407;Guaporé;RS;329;70;21.3
4307005;Erechim;RS;1578;406;25.7
4315107;Porto Xavier;RS;162;66;40.7
4306601;Dom Pedrito;RS;564;150;26.6
4301636;Balneário Pinhal;RS;225;89;39.6
4317608;Santo Antônio da Patrulha;RS;736;288;39.1
4316006;Rolante;RS;345;114;33
4315750;Riozinho;RS;70;49;70
4313003;Nova Bréscia;RS;36;11;30.6
4304697;Capitão;RS;61;32;52.5
4314423;Picada Café;RS;69;24;34.8
4318002;São Borja;RS;935;429;45.9
4317400;Santiago;RS;726;154;21.2
4310207;Ijuí;RS;1426;528;37
4317756;Santo Antônio do Planalto;RS;37;15;40.5
4304705;Carazinho;RS;960;321;33.4
4305801;Constantina;RS;176;93;52.8
4321956;Trindade do Sul;RS;164;99;60.4
4322103;Tucunduva;RS;75;31;41.3
4310009;Ibirubá;RS;347;76;21.9
4306106;Cruz Alta;RS;949;293;30.9
4311809;Marau;RS;750;282;37.6
4311304;Lagoa Vermelha;RS;450;221;49.1
4315552;Rio dos Índios;RS;70;35;50
4308102;Feliz;RS;275;90;32.7
4306403;Dois Irmãos;RS;492;101;20.5
4303905;Campo Bom;RS;1007;156;15.5
4319505;São Sebastião do Caí;RS;381;121;31.8
4322707;Vera Cruz;RS;345;98;28.4
4322608;Venâncio Aires;RS;1017;288;28.3
4311239;Lagoa Bonita do Sul;RS;45;17;37.8
4315305;Quaraí;RS;382;131;34.3
4320206;Seberi;RS;182;91;50
4313706;Palmeira das Missões;RS;568;260;45.8
4302154;Boa Vista das Missões;RS;51;36;70.6
4302055;Benjamin Constant do Sul;RS;50;39;78
4321105;Tapes;RS;208;48;23.1
4311403;Lajeado;RS;1549;290;18.7
4308508;Frederico Westphalen;RS;729;340;46.6
4300638;Amaral Ferrador;RS;88;41;46.6
4321402;Tenente Portela;RS;308;187;60.7
4306320;Derrubadas;RS;53;27;50.9
4306767;Eldorado do Sul;RS;439;75;17.1
4312476;Morro Reuter;RS;112;45;40.2
4321469;Tio Hugo;RS;100;65;65
4303202;Cacique Doble;RS;98;80;81.6
4302659;Brochier;RS;77;36;46.8
4304507;Canguçu;RS;717;335;46.7
4314605;Piratini;RS;373;169;45.3
4314803;Portão;RS;565;82;14.5
4321709;Três Coroas;RS;387;63;16.3
4322541;Vale Real;RS;71;28;39.4
4315131;Pouso Novo;RS;42;14;33.3
4315602;Rio Grande;RS;3003;649;21.6
4314555;Pirapó;RS;46;9;19.6
4309050;Glorinha;RS;89;16;18
4311205;Júlio de Castilhos;RS;401;124;30.9
4300059;Água Santa;RS;65;25;38.5
4303558;Camargo;RS;52;15;28.8
4305871;Coronel Barros;RS;55;16;29.1
4314498;Pinheirinho do Vale;RS;104;45;43.3
4313805;Palmitinho;RS;149;56;37.6
4300505;Alpestre;RS;122;39;32
4306072;Cristal do Sul;RS;53;31;58.5
4305207;Cerro Largo;RS;202;34;16.8
4321907;Três Passos;RS;384;99;25.8
4302378;Bom Progresso;RS;69;55;79.7
4323705;Vista Gaúcha;RS;50;14;28
4313201;Nova Petrópolis;RS;353;105;29.7
4314506;Pinheiro Machado;RS;170;41;24.1
4301107;Arroio dos Ratos;RS;218;46;21.1
4318309;São Gabriel;RS;774;187;24.2
4306452;Dois Lajeados;RS;38;13;34.2
4308607;Garibaldi;RS;459;206;44.9
4313300;Nova Prata;RS;386;168;43.5
4305454;Cidreira;RS;271;75;27.7
4304671;Capivari do Sul;RS;106;29;27.4
4321600;Tramandaí;RS;663;112;16.9
4312609;Muçum;RS;92;27;29.3
4319752;São Vendelino;RS;41;17;41.5
4311643;Linha Nova;RS;40;11;27.5
4311122;Jaquirana;RS;53;37;69.8
4308201;Flores da Cunha;RS;498;73;14.7
4319737;São Valério do Sul;RS;70;32;45.7
4316600;Sananduva;RS;196;63;32.1
4303806;Campinas do Sul;RS;86;48;55.8
4308904;Getúlio Vargas;RS;272;106;39
4306809;Encantado;RS;325;119;36.6
4313607;Paim Filho;RS;47;20;42.6
4304630;Capão da Canoa;RS;1309;309;23.6
4311106;Jaguari;RS;156;35;22.4
4312708;Nonoai;RS;187;49;26.2
4323804;Xangri-lá;RS;313;146;46.6
4319109;São Martinho;RS;77;7;9.1
4320230;Sede Nova;RS;48;21;43.8
4319372;São Pedro do Butiá;RS;46;18;39.1
4304408;Canela;RS;744;141;19
4309100;Gramado;RS;781;141;18.1
4303400;Caiçara;RS;71;34;47.9
4313391;Novo Cabrais;RS;63;19;30.2
4307815;Estrela Velha;RS;62;38;61.3
4307203;Erval Grande;RS;90;60;66.7
4319703;São Valentim;RS;50;29;58
4322533;Vale do Sol;RS;140;62;44.3
4303673;Campestre da Serra;RS;48;29;60.4
4323754;Vitória das Missões;RS;51;28;54.9
4320107;Sarandi;RS;352;158;44.9
4304952;Caseiros;RS;73;18;24.7
4305009;Catuípe;RS;163;43;26.4
4303707;Campina das Missões;RS;95;38;40
4322301;Tuparendi;RS;102;28;27.5
4318499;São José do Inhacorá;RS;49;32;65.3
4319307;São Paulo das Missões;RS;93;19;20.4
4314456;Pinhal;RS;55;39;70.9
4310850;Jaboticaba;RS;81;58;71.6
4312401;Montenegro;RS;923;349;37.8
4300877;Araricá;RS;173;63;36.4
4321832;Três Forquilhas;RS;66;36;54.5
4312443;Morrinhos do Sul;RS;71;36;50.7
4312500;Mostardas;RS;190;92;48.4
4313656;Palmares do Sul;RS;165;55;33.3
4321477;Tiradentes do Sul;RS;90;45;50
4306502;Dom Feliciano;RS;164;93;56.7
4319406;São Pedro do Sul;RS;227;64;28.2
4313102;Nova Palma;RS;83;36;43.4
4312351;Montauri;RS;29;7;24.1
4315172;Protásio Alves;RS;36;9;25
4312807;Nova Araçá;RS;94;20;21.3
4322525;Vale Verde;RS;58;22;37.9
4321006;Tapera;RS;182;60;33
4317509;Santo Ângelo;RS;1173;294;25.1
4309506;Guarani das Missões;RS;147;60;40.8
4313425;Novo Machado;RS;39;18;46.2
4316451;Salto do Jacuí;RS;235;101;43
4308300;Fontoura Xavier;RS;169;75;44.4
4312252;Minas do Leão;RS;129;89;69
4311007;Jaguarão;RS;461;74;16.1
4300109;Agudo;RS;257;107;41.6
4319364;São Pedro das Missões;RS;56;12;21.4
4311700;Machadinho;RS;93;34;36.6
4315503;Restinga Sêca;RS;237;105;44.3
4307807;Estrela;RS;548;212;38.7
4322186;Tupanci do Sul;RS;26;7;26.9
4314464;Pinhal da Serra;RS;48;32;66.7
4310579;Itapuca;RS;40;25;62.5
4313334;Nova Ramada;RS;41;15;36.6
4300307;Alecrim;RS;76;33;43.4
4300406;Alegrete;RS;1030;357;34.7
4322004;Triunfo;RS;541;114;21.1
4301404;Arvorezinha;RS;147;80;54.4
4302584;Bozano;RS;36;26;72.2
4323358;Vila Lângaro;RS;32;9;28.1
4312054;Marques de Souza;RS;75;33;44
4306205;Cruzeiro do Sul;RS;170;42;24.7
4304663;Capão do Leão;RS;377;89;23.6
4313375;Nova Santa Rita;RS;410;53;12.9
4300455;Alegria;RS;70;38;54.3
4312302;Miraguaí;RS;115;94;81.7
4314704;Planalto;RS;188;111;59
4321808;Três de Maio;RS;494;61;12.3
4309605;Horizontina;RS;299;15;5
4300554;Alto Alegre;RS;32;21;65.6
4300661;André da Rocha;RS;28;11;39.3
4300703;Anta Gorda;RS;103;30;29.1
4300802;Antônio Prado;RS;161;59;36.6
4300901;Aratiba;RS;84;38;45.2
4301925;Barra do Rio Azul;RS;30;18;60
4320552;Sertão Santana;RS;77;25;32.5
4301008;Arroio do Meio;RS;383;115;30
4321626;Travesseiro;RS;52;18;34.6
