doc_bas;doc_vinculo_concur;doc_vinculo_contrat;doc_vinculo_terceir;doc_vinculo_clt;pct_concur;pct_contrat;pct_terceir;pct_clt
2992045;1343389;967599;15903;42311;44.9;32.3;0.5;1.4
